dataset,homogeneity_delta_mean,intervention_effect_ci_high,intervention_effect_ci_low,intervention_effect_mean,mixed_count,mixed_mean_family_diversity,model,paired_question_count,same_count,same_mean_family_diversity,subject
mmlu,0.14938071294206573,-0.08726886046407545,-0.1121733961368176,-0.09972112830044652,2,0.2736652088823302,gemini-2.5-flash-lite,2,2,0.3733863371827767,international_law
mmlu,0.12841816133268025,0.100957973066444,-0.2036840917551127,-0.051363059344334355,2,0.3329482551094054,gpt-4o-mini,2,2,0.3843113144537397,international_law
mmlu,-0.07829421546385429,0.023818332504347284,-0.05127845301800926,-0.01373006025683099,2,0.32630846260730895,qwen2.5-7b-instruct,2,2,0.34003852286413994,international_law
mmlu,-0.11014245077609335,0.3402197366865593,-0.06374100971864549,0.1599020281632017,3,0.6425721204254846,deepseek-chat,3,3,0.4826700922622829,jurisprudence
mmlu,0.0029116856141919354,5.551115123125783e-17,-0.100957973066444,-0.03365265768881465,3,0.22249448067287203,gemini-2.5-flash-lite,3,3,0.2561471383616867,jurisprudence
mmlu,-0.16857858701299513,0.6049001693302413,-0.05983421798311778,0.18791058039762598,3,0.38497700934695483,gpt-4o-mini,3,3,0.19706642894932888,jurisprudence
mmlu,-0.06102423257092134,0.08736423426312573,0.022152931693456668,0.046156336872987425,3,0.43201733580598883,qwen2.5-7b-instruct,3,3,0.38586099893300146,jurisprudence
mmlu,-0.1368974147361362,0.17078663213305434,0.17078663213305434,0.17078663213305434,1,0.6854752972273344,deepseek-chat,1,1,0.51468866509428,logical_fallacies
mmlu,0.041913677952765016,-0.017792659402374844,-0.017792659402374844,-0.017792659402374844,1,0.3638568553684872,gemini-2.5-flash-lite,1,1,0.38164951477086206,logical_fallacies
mmlu,-0.13684247511205672,0.09917642272480515,0.09917642272480515,0.09917642272480515,1,0.3638568553684872,gpt-4o-mini,1,1,0.2646804326436821,logical_fallacies
mmlu,-0.3112508790092603,0.0974523195708904,0.0974523195708904,0.0974523195708904,1,0.49497245926315153,qwen2.5-7b-instruct,1,1,0.39752013969226113,logical_fallacies
mmlu,-0.17498241981479512,0.009510567837006878,0.009510567837006878,0.009510567837006878,1,0.45015601745235323,deepseek-chat,1,1,0.44064544961534635,machine_learning
mmlu,-0.008353550752360661,0.04754999198919735,0.04754999198919735,0.04754999198919735,1,0.3122304246328794,gemini-2.5-flash-lite,1,1,0.2646804326436821,machine_learning
mmlu,0.02303621542877221,-0.08150087142088874,-0.08150087142088874,-0.08150087142088874,1,0.39752013969226113,gpt-4o-mini,1,1,0.4790210111131499,machine_learning
mmlu,-0.2347235401523271,0.24017147994091093,0.24017147994091093,0.24017147994091093,1,0.7140603092003006,qwen2.5-7b-instruct,1,1,0.4738888292593897,machine_learning
mmlu,0.04270371765903891,-0.055536884642558015,-0.11148531020983876,-0.08351109742619839,2,0.4498986150335342,deepseek-chat,2,2,0.5334097124597326,management
mmlu,-0.004367528421287903,0.16372245957723808,0.13283970704857906,0.14828108331290857,2,0.2806212996347496,gemini-2.5-flash-lite,2,2,0.13234021632184104,management
mmlu,-0.0459194795375078,0.0024413495431679366,0.0,0.0012206747715839683,2,0.17123993620365394,gpt-4o-mini,2,2,0.17001926143206997,management
mmlu,-0.025951345013974697,0.20744457942854577,-0.039169642363554136,0.08413746853249582,2,0.5119066405476217,qwen2.5-7b-instruct,2,2,0.4277691720151259,management
mmlu,-0.6087350568425759,0.6261739753041188,0.6261739753041188,0.6261739753041188,1,0.6261739753041188,deepseek-chat,1,1,0.0,marketing
mmlu,-0.008735056842576028,0.100957973066444,0.100957973066444,0.100957973066444,1,0.2646804326436821,gemini-2.5-flash-lite,1,1,0.16372245957723808,marketing
mmlu,0.0,0.0,0.0,0.0,1,0.0,gpt-4o-mini,1,1,0.0,marketing
mmlu,-0.31425413066358476,0.20931864596983202,0.20931864596983202,0.20931864596983202,1,0.4760032821910188,qwen2.5-7b-instruct,1,1,0.26668463622118677,marketing
mmlu,-0.33903916878731993,0.4321935974844892,0.05402134543526299,0.25235216626771484,3,0.6319432448304879,deepseek-chat,3,3,0.37959107856277313,medical_genetics
mmlu,-0.011125149952048904,0.21783460257169143,0.0,0.07261153419056382,3,0.30881537679014065,gemini-2.5-flash-lite,3,3,0.23620384259957686,medical_genetics
mmlu,-0.14612913138473152,0.46017806381246557,0.0,0.21216470903312246,3,0.5565990628835097,gpt-4o-mini,3,3,0.3444343538503871,medical_genetics
mmlu,-0.1006902774084298,0.27407909325783836,0.019824522119323285,0.14039836939064274,3,0.6677116432949933,qwen2.5-7b-instruct,3,3,0.5273132739043506,medical_genetics
mmlu,-0.5443196208712904,0.2972282787365861,0.2972282787365861,0.2972282787365861,1,0.7378737283519324,deepseek-chat,1,1,0.44064544961534635,miscellaneous
mmlu,0.0,0.0,0.0,0.0,1,0.44064544961534635,gemini-2.5-flash-lite,1,1,0.44064544961534635,miscellaneous
mmlu,0.03623329882405513,0.01577274949787799,0.01577274949787799,0.01577274949787799,1,0.49479376061102787,gpt-4o-mini,1,1,0.4790210111131499,miscellaneous
mmlu,-0.3914381160173269,0.224439868822625,0.224439868822625,0.224439868822625,1,0.6790931373667505,qwen2.5-7b-instruct,1,1,0.45465326854412547,miscellaneous
mmlu,-0.10174135261840134,0.05506931551582073,0.05506931551582073,0.05506931551582073,1,0.6686411790488868,deepseek-chat,1,1,0.613571863533066,moral_disputes
mmlu,-0.14243378909745946,-0.005814926376447205,-0.005814926376447205,-0.005814926376447205,1,0.6074089191882521,gemini-2.5-flash-lite,1,1,0.6132238455646993,moral_disputes
mmlu,-0.24361789296564085,0.23894224821702176,0.23894224821702176,0.23894224821702176,1,0.5852814604057556,gpt-4o-mini,1,1,0.3463392121887338,moral_disputes
mmlu,-0.26436795006660396,0.27117021380572,0.27117021380572,0.27117021380572,1,0.5959026064396764,qwen2.5-7b-instruct,1,1,0.3247323926339564,moral_disputes
