task_id,benchmark,method_id,setting,seed,dataset_format,split_protocol,leakage_warning,num_test_samples,vote_acc,majority_vote_acc,weighted_vote_acc,mean_individual_acc,best_individual_acc,oracle_acc,aggregation_gap,rescue_available_rate,correct_disagreement_rate,mean_useful_diversity,mean_vote_margin,mean_boundary_useful_diversity,vote_tie_rate,mean_pairwise_double_fault,mean_pairwise_error_covariance,same_wrong_pair_rate,triple_joint_error_rate,majority_failure_tail_rate,coverage_depth_c1,coverage_depth_c2,coverage_depth_c3,coverage_depth_c4,coverage_depth_c5,mean_boundary_conditional_error,mean_pivotal_fix_rate,mean_pivotal_hold_rate,shared_error_rescue_rate,shared_error_creation_rate,boundary_shared_error_net_gain,dominant_wrong_cluster_size,gold_vs_largest_wrong_margin,aggregation_mode,solver_calls,optimizer_calls,evaluator_calls,total_llm_calls,prompt_tokens,completion_tokens,total_tokens,estimated_cost,latency_seconds,run_dir
disambiguation_qa,BBH,mad_shared_vote_error_pareto_tcs_residual_cycle_guard,shared_vote_error_pareto_tcs_residual_cycle_guard,42,mars,task_manifest_split,False,125,0.512,0.512,0.512,0.4992,0.624,0.736,0.22399999999999998,0.224,0.464,0.035897172292073565,0.008000000000000007,0.0,0.0,0.392,0.1422656,0.38079999999999997,0.488,0.488,0.736,0.568,0.512,0.408,0.272,0.7297297297297295,0.0,0.41304347826086957,0.27027027027027023,0.7297297297297295,-0.8243243243243241,2.456,0.008000000000000007,majority,7421,234,151,7806,3257604,2738257,5995861,0.0,49399.58896112442,D:\myx\grade_one\experiments\multi_agent_diversity\runs_disambiguation_v7_formal_3seed_0d6093e\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42
