task_id,benchmark,method_id,setting,seed,dataset_format,split_protocol,leakage_warning,num_test_samples,vote_acc,plurality_vote_acc,strict_plurality_win_rate,plurality_top_tie_rate,majority_vote_acc,weighted_vote_acc,mean_individual_acc,best_individual_acc,per_agent_acc,min_individual_acc,bottom2_mean_acc,bottom3_mean_acc,individual_acc_std,best_minus_worst_gap,best_minus_bottom2_gap,oracle_acc,aggregation_gap,oracle_minus_plurality_vote,c2_minus_plurality_vote,c3_minus_plurality_vote,rescue_available_rate,correct_disagreement_rate,mean_useful_diversity,mean_vote_margin,mean_plurality_margin_votes,mean_normalized_plurality_margin,plurality_pivotal_fix_opportunity_rate,plurality_pivotal_fix_rate,plurality_pivotal_hold_rate,mean_boundary_useful_diversity,vote_tie_rate,mean_pairwise_double_fault,mean_pairwise_error_covariance,same_wrong_pair_rate,triple_joint_error_rate,majority_failure_tail_rate,coverage_depth_c1,coverage_depth_c2,coverage_depth_c3,coverage_depth_c4,coverage_depth_c5,c1_minus_c2,c2_minus_c3,max_minority_rescue_share,minority_rescue_hhi,specialization_strength_final,mean_specialization_strength,prompt_overlength_rejection_count,truncated_prompt_count,correct_agent_count_0,correct_agent_count_1,correct_agent_count_2,correct_agent_count_3,correct_agent_count_4,correct_agent_count_5,mean_boundary_conditional_error,mean_pivotal_fix_rate,mean_pivotal_hold_rate,shared_error_rescue_rate,shared_error_creation_rate,boundary_shared_error_net_gain,dominant_wrong_cluster_size,gold_vs_largest_wrong_margin,aggregation_mode,requested_aggregation_mode,effective_aggregation_mode,plurality_boundary_version,solver_calls,optimizer_calls,evaluator_calls,total_llm_calls,prompt_tokens,completion_tokens,total_tokens,estimated_cost,latency_seconds,run_dir
disambiguation_qa,BBH,mad_shared_vote_error_pareto_tcs_residual_cycle_guard,shared_vote_error_pareto_tcs_residual_cycle_guard,42,mars,task_manifest_split,False,20,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.45,"[0.4, 0.35, 0.45, 0.4, 0.4]",0.35,0.375,0.3833333333333333,0.0316227766016838,0.10000000000000003,0.07500000000000001,0.45,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.0,0.05,0.15,0.021816129982471465,-0.2,-1.0,-0.2,0.03,0.0,0.0,0.0,0.0,0.565,0.20525000000000002,0.5650000000000001,0.6,0.6,0.45,0.45,0.4,0.4,0.3,0.0,0.05,0.5,0.5,0.0,0.0,0,0,11,0,1,0,2,6,0.9666666666666667,0.0,0.1111111111111111,0.03333333333333333,0.9666666666666667,-1.4166666666666665,3.0,-0.2,plurality,plurality,plurality,plurality_boundary_v1,454,11,7,472,166266,133774,300040,0.0,5339.2116911411285,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v8_plurality_clean_smoke_b98f560\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42
disambiguation_qa,BBH,mad_shared_vote_tcs_competence_depth2,shared_vote_tcs_competence_depth2,42,mars,task_manifest_split,False,20,0.4,0.4,0.4,0.0,0.4,0.4,0.39,0.45,"[0.45, 0.3, 0.45, 0.4, 0.35]",0.3,0.32499999999999996,0.3499999999999999,0.058309518948453015,0.15000000000000002,0.12500000000000006,0.5,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.0,0.1,0.2,0.024096039533615117,-0.22000000000000003,-1.1,-0.22000000000000003,0.03,0.0,0.0,0.0,0.0,0.5549999999999999,0.18375,0.555,0.6,0.6,0.5,0.45,0.4,0.3,0.3,0.05,0.05,0.6666666666666666,0.5555555555555556,0.0,0.0,0,0,10,1,1,2,0,6,0.8142857142857143,0.0,0.4,0.1857142857142857,0.8142857142857143,-1.0357142857142858,3.05,-0.22000000000000003,plurality,plurality,plurality,plurality_boundary_v1,454,12,8,474,158916,133261,292177,0.0,3634.3153059482574,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v8_plurality_clean_smoke_b98f560\disambiguation_qa\shared_vote_tcs_competence_depth2_seed42
disambiguation_qa,BBH,mad_shared_vote_tcs_competence_depth2_progressive_residual,shared_vote_tcs_competence_depth2_progressive_residual,42,mars,task_manifest_split,False,20,0.35,0.35,0.35,0.0,0.35,0.35,0.37,0.4,"[0.35, 0.3, 0.4, 0.4, 0.4]",0.3,0.32499999999999996,0.3499999999999999,0.040000000000000015,0.10000000000000003,0.07500000000000007,0.45,0.10000000000000003,0.10000000000000003,0.050000000000000044,0.0,0.1,0.15,0.019514095584551493,-0.26,-1.3,-0.26,0.03,0.0,0.0,0.0,0.0,0.595,0.19849999999999998,0.595,0.65,0.65,0.45,0.4,0.35,0.35,0.3,0.05,0.05,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,11,1,1,0,1,6,0.9538461538461539,0.0,0.2222222222222222,0.04615384615384616,0.9538461538461539,-1.3846153846153846,3.15,-0.26,plurality,plurality,plurality,plurality_boundary_v1,473,19,13,505,228430,145963,374393,0.0,3345.036981344223,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_v8_plurality_clean_smoke_b98f560\disambiguation_qa\shared_vote_tcs_competence_depth2_progressive_residual_seed42
