update_opportunities,accepted_commit_count,no_commit_update_count,feasible_branch_count,feasible_candidate_count,recovered_singleton_count,longitudinal_deepened_coverage_count,persistent_singleton_count,deepening_rate,deepening_rate_support,cross_member_support_accumulation_count,recovered_coverage_to_vote_count,support_transitions,initial_validation_vote_correct,final_validation_vote_correct,final_validation_vote_acc,final_validation_vote_delta,initial_validation_oracle_correct,final_validation_oracle_correct,final_validation_oracle_acc,final_validation_oracle_delta,seed,arm,planned_update_opportunities,completed_update_opportunities,early_stop_reason,valid_source_count,valid_revision_count,unique_target_members,target_entropy,target_concentration,revision_attempt_count,valid_revision_output_count,invalid_revision_output_count,evaluable_revision_row_count,target_member_counts
8,2,6,3,7,8,2,6,0.25,8,2,0,"{'0_to_1': 8, '1_to_2': 2, '1_to_3_plus': 0, '2_to_3': 0, '2_to_4_plus': 0, '3_to_4_plus': 0}",33,33,0.66,0,33,41,0.82,8,59,W1_TOP2,8,8,,10,10,5,1.559581156259877,0.25,10,10,0,10,"{""0"": 4, ""1"": 4, ""2"": 2, ""3"": 4, ""4"": 2}"
8,5,3,5,13,12,4,8,0.3333333333333333,12,4,2,"{'0_to_1': 12, '1_to_2': 4, '1_to_3_plus': 0, '2_to_3': 4, '2_to_4_plus': 0, '3_to_4_plus': 1}",33,34,0.68,1,33,44,0.88,11,59,HYBRID_BASE,8,8,,14,12,5,1.5650265646583201,0.3125,14,12,2,12,"{""0"": 2, ""1"": 3, ""2"": 3, ""3"": 3, ""4"": 5}"
8,2,6,2,4,8,5,3,0.625,8,5,0,"{'0_to_1': 8, '1_to_2': 5, '1_to_3_plus': 0, '2_to_3': 0, '2_to_4_plus': 0, '3_to_4_plus': 0}",33,33,0.66,0,33,41,0.82,8,60,W1_TOP2,8,8,,8,8,5,1.6020559154587264,0.25,8,8,0,8,"{""0"": 3, ""1"": 3, ""2"": 4, ""3"": 3, ""4"": 3}"
8,2,6,2,3,7,4,3,0.5714285714285714,7,4,0,"{'0_to_1': 7, '1_to_2': 4, '1_to_3_plus': 0, '2_to_3': 0, '2_to_4_plus': 0, '3_to_4_plus': 0}",33,33,0.66,0,33,40,0.8,7,60,HYBRID_BASE,8,8,,4,4,5,1.5808185358593017,0.25,4,4,0,4,"{""0"": 4, ""1"": 2, ""2"": 3, ""3"": 3, ""4"": 4}"
8,3,5,3,9,7,2,5,0.2857142857142857,7,2,1,"{'0_to_1': 7, '1_to_2': 2, '1_to_3_plus': 0, '2_to_3': 1, '2_to_4_plus': 0, '3_to_4_plus': 0}",33,33,0.66,0,33,40,0.8,7,61,W1_TOP2,8,8,,6,6,5,1.5650265646583201,0.3125,6,6,0,6,"{""0"": 3, ""1"": 2, ""2"": 5, ""3"": 3, ""4"": 3}"
8,4,4,4,10,7,3,3,0.5,6,3,1,"{'0_to_1': 7, '1_to_2': 3, '1_to_3_plus': 0, '2_to_3': 1, '2_to_4_plus': 0, '3_to_4_plus': 0}",33,30,0.6,-3,33,39,0.78,6,61,HYBRID_BASE,8,8,,12,10,5,1.5808185358593017,0.25,12,10,2,10,"{""0"": 4, ""1"": 3, ""2"": 4, ""3"": 3, ""4"": 2}"
