seed,arm,update_index,parent_team_hash,target_member,target_selection_rank,candidate_id,candidate_stage,source_slot,generation_key,valid,feasible,common_safe_outcome,sanitized_rejection_reasons,target_gain,vote_gain_count,vote_loss_count,vote_net_gain,selected_as_branch_winner,winner,branch_rank,cell_rank
61,W1_TOP2,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,1,6cb4da75cc8872c054fbe9be1aab97d3c8fa20d5f8b7f4edf1e982a8ef0de41c,source,1,db32dd16e1e22e6e6a7e31490d88b5a5592580865369182c21677b198cc8ee18,True,True,passed,[],2,0,0,0,True,True,1,1
61,W1_TOP2,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,1,8319180819556b1b70c9a9bb1b7b06d393fdcde7a70e1323b81420ffb7f55c93,revision,1,d5d5e8dcdcd9dfb9d5973c94d7fbb5cf5e525d9a3b2ad4072f9371bfa7a67dbd,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-4,0,0,0,False,False,NA,NA
61,W1_TOP2,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,1,a4e9a6c6cae7ceb7bca9e369a0a34e1bfec4090616231705febc15fadd2d6c27,source,2,af3127c665c192af6c05afc89e610c89adb758265f32d943a018665a0c3abe43,True,False,rejected,['no_target_or_vote_progress'],0,0,0,0,False,False,NA,NA
61,W1_TOP2,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,2,1,c4b149d8a26ff23157e45ce2fffac75a4190b760fa1ba81eebf6030c83a45e89,revision,2,85d4ad57cfc095e309cc7ca9441de43694cf1bb0e2727be677d23e7bf3d591fa,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-11,0,0,0,False,False,NA,NA
61,W1_TOP2,4,ba4896ac379769ab17d99a5b79816329a96126f25e2cd797ab11607048f5f471,1,2,0416c0938aedc6a9eb9cd692bc18492bb11c77246c0b48abbf52c97e117034ef,source,1,36a7d94a263fef63a9fcbc0b7d55e3f8f07affeef330a10023d7c81412f685fc,True,True,passed,[],3,0,0,0,False,False,3,NA
61,W1_TOP2,4,ba4896ac379769ab17d99a5b79816329a96126f25e2cd797ab11607048f5f471,1,2,3d4b52161e838cdb92eda97db3fdd67e1cac8feffdfdd3f0ff952979435dee64,revision,1,f84dea97987b329e7db32b9a231438a0619516ec097b5df320f3a0eb0152fe47,True,True,passed,[],13,0,0,0,True,True,1,1
61,W1_TOP2,4,ba4896ac379769ab17d99a5b79816329a96126f25e2cd797ab11607048f5f471,1,2,51e95a5574982aac566696c77c777dd6b5028eb1fbd1f829e614eb4fa9ab589f,source,2,43ff5a80232d856cc849ac8c05e8474984315ee6fda6c4642fb9e61bdf9cdc32,True,True,passed,[],1,0,0,0,False,False,4,NA
61,W1_TOP2,4,ba4896ac379769ab17d99a5b79816329a96126f25e2cd797ab11607048f5f471,1,2,7fdec7313fc53e00588f370c88b55f2f490b747ff22d6d61c21a8382ffba4680,revision,2,a5a3bec9867d2c988f2c73c2bdd1280f20cb05e3f9974d8019ba49546db68da2,True,True,passed,[],3,0,0,0,False,False,2,NA
61,W1_TOP2,7,9a90c8eee18bf96f867afd5ab38ab34a41c138dad0eabd511d9d91f262cedf0b,3,1,05312c9b2d4b143deb235db8a25b59c000339aa35716d5ed085d5c8dfc1e8fd3,revision,1,f80dc0e5555c51515c0ee19265140c2b2a9baf73a83f53df2428e101584ad5a1,True,True,passed,[],8,5,0,5,False,False,2,NA
61,W1_TOP2,7,9a90c8eee18bf96f867afd5ab38ab34a41c138dad0eabd511d9d91f262cedf0b,3,1,1cb6488b120ef1b2596efade0d44cbe4a3c9b039cc065a28a0089cc122b06edd,revision,2,112299992301d532156decaa387adf82d6f8c20a517cac43c9cca970ea3d2723,True,True,passed,[],1,6,2,4,False,False,4,NA
61,W1_TOP2,7,9a90c8eee18bf96f867afd5ab38ab34a41c138dad0eabd511d9d91f262cedf0b,3,1,923928caf8dce1636653e48093d8065463fa80e2a678c3d42a9b9af69eb511ed,source,1,f27d476b7739a6316238820dda7f29a78da7dc102428ca18ecf6f275eb6e11db,True,True,passed,[],6,7,1,6,True,True,1,1
61,W1_TOP2,7,9a90c8eee18bf96f867afd5ab38ab34a41c138dad0eabd511d9d91f262cedf0b,3,1,d3d03e4b01bca3a41b9e486ecb7bbf801c9cc0c648d10fcfd4068f7a9a0a6115,source,2,2661504ff95e26e4be01f2d1241afe06ffc3fc3db50d4be98a5817db6ba296ac,True,True,passed,[],5,6,1,5,False,False,3,NA
61,HYBRID_BASE,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,2,1387c7245b5ed251f8d3d72da832b9ae3f9b29084497591a97c195a8885cc9e1,source,1,7e0dbcb9c3f0ef7ae54f7ef0ba15f6389b7d4f7a26a5ac740b79b7103b6355f2,True,True,passed,[],4,0,0,0,False,False,4,NA
61,HYBRID_BASE,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,2,31dc4577179fcfdd8eebe3a04f1d77a20ad94d59ebef7ac5f039b43bdb8c53ff,revision,1,b43647f7ecdaa0e0b40b6700bcb71d36dd2764089b332841f94cd4eb94efee80,True,True,passed,[],5,0,0,0,False,False,2,NA
61,HYBRID_BASE,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,2,6231b3fd57a5b45bc920ac8ad7f9a2fbb6c870d6d22b5522e57c1a530d58e200,source,2,5aa1c3805aa6fa8fb0049c6c7c7d69cba7ef954523e421a97f1880dc64774dd2,True,True,passed,[],4,0,0,0,False,False,3,NA
61,HYBRID_BASE,1,6a7200eb782f005306d996f0be942d1541c859ba0394a65e1ea42c4a5d6d7c89,3,2,b9c9e05be104483ea3b87603bac68fb890bfd36342977efd2e87dd068552d6ea,revision,2,b85c9d3ebf93cce16f4f85ff459dfd16f4306dedbfed0fbb362dd2592e2f92fe,True,True,passed,[],8,0,0,0,True,True,1,1
61,HYBRID_BASE,2,d5cc4ee5f392f9d4855c3e71b382be1adfd2753b6137219b46bef81980c8dd47,4,1,8511eb145511898d7f2567bdbbc7693a3acb6a797ebe3d9a958f02a1f83ff508,source,1,4a7b60c48410509dfd310559cc1e3421e7678f42c61ae7534ceccc35c201cc9d,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-1,0,0,0,False,False,NA,NA
61,HYBRID_BASE,2,d5cc4ee5f392f9d4855c3e71b382be1adfd2753b6137219b46bef81980c8dd47,4,1,932ffc8081f9d1281fc32dabcabc64213a56844103e5ba55a2accdf1541bb2f4,revision,1,f6d095ab1c1cb5ae6b3ad70348973ff1bfe5f3f29c28e9efc52f502d24b78ae8,True,True,passed,[],8,0,0,0,True,True,1,1
61,HYBRID_BASE,2,d5cc4ee5f392f9d4855c3e71b382be1adfd2753b6137219b46bef81980c8dd47,4,1,937387bbf778a817909772d8c8fd86b9ea48bc1ca11d6d3a714960dd8aa86c03,revision,2,7e6b934520af45a3dd09735e4f6a4ce91602b3533cc8e0da5b86855ec93b6fb5,True,True,passed,[],3,0,0,0,False,False,2,NA
61,HYBRID_BASE,2,d5cc4ee5f392f9d4855c3e71b382be1adfd2753b6137219b46bef81980c8dd47,4,1,ed69dd430963698e22180683e899aad19de480ff0df82d75d90d211421609cc6,source,2,737a68415392baa2acaf6f93f65400a431eaa3ca9068bb5e07e4f47c977bf4c8,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-5,0,0,0,False,False,NA,NA
61,HYBRID_BASE,3,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,3,2,ab35e6a2b4945cfc43c41841d7a12fa5f56f474a3de8a871b952f8ad027c3438,source,1,8bf54128f7d55794e0922bf81d7e626df8a3401864b9268625e444ef7905c266,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-2,0,0,0,False,False,NA,NA
61,HYBRID_BASE,3,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,3,2,bbd7204d9378a97721f1d7353e30234c53f8fea8dea8a2d226735f1a4f796122,source,2,ab4732b97d61ad019f378d38730c9c2a5bb464835bd1c7ffffd666840073bfeb,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-2,0,0,0,False,False,NA,NA
61,HYBRID_BASE,3,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,3,2,de47e701b2a13691219abfa6210a8a9af3a8e10e70e7c9be16dbbb3d6b37a088,revision,1,09d9bd55e7f133e1860f7ef72a02978cfe819cd9b38bb7145269a580f539fc40,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-1,0,0,0,False,False,NA,NA
61,HYBRID_BASE,4,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,4,2,9cf9a234590ee2147d2532cdd396ab5058a1ddd2921bc408b2e20a8db61cb1e4,revision,1,e437d8388bd47a579f972a7c2b62b79948e8fa70c75fe10719d9aac49c6d09aa,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-10,0,0,0,False,False,NA,NA
61,HYBRID_BASE,4,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,4,2,a0d0d843a7ddc7331ecc964f11d8b78d9e0c77f0225e40868d32d45e71ac25e3,revision,2,9723d4829d3059b38a359a783c033ba5a56e506482e51ac8813455842ac6a97d,True,True,passed,[],1,0,0,0,True,True,1,1
61,HYBRID_BASE,4,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,4,2,b16c9a2d8cfb76453e8d2979c732ae5781a4697ba213b4614bebb6dd08e4836e,source,1,58ca7862d34555326bbcadd47c2a3e4d26cfa5df8d316f071e1757d206f8083b,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-9,0,0,0,False,False,NA,NA
61,HYBRID_BASE,4,74a3a5736e774b407cdc4ef4e7498ebd8cb44256edef9e677cad567ddd4a8c97,4,2,b374a4fd56d9d7ee4cc0a40aa8aebb14889bf68521b0fff589e3b445cded7425,source,2,7602669604f29453b0afbd2ac7753d268fbdab21dfceb9edb8c88503fa369a5a,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-11,0,0,0,False,False,NA,NA
61,HYBRID_BASE,5,9ba602b7b1b018f661e4f7a2217a9ab5d09606ed0a105339348ddab3d5316a28,2,2,104082d98c1c0c2adfb8de39c2a8c0a34b4ad464fb035773c2db01b35ddbbfe7,source,1,8722b2ddf3c954c8be74d3b3ce519044f77ddf46668bed06e39ce3b4625cf32a,True,True,passed,[],5,9,1,8,False,False,2,NA
61,HYBRID_BASE,5,9ba602b7b1b018f661e4f7a2217a9ab5d09606ed0a105339348ddab3d5316a28,2,2,3bbbdb56804275899d2f7c391dd4bc9a91ad27522cd1fe3e2528b6a2088eb6fb,revision,1,a24be59695ee5f2d3512648cc9328f354c81322a207e70b2ce54acec716bca72,True,True,passed,[],9,9,3,6,False,False,3,NA
61,HYBRID_BASE,5,9ba602b7b1b018f661e4f7a2217a9ab5d09606ed0a105339348ddab3d5316a28,2,2,3e1e53492e487a7d861bcaa61801764cd5565e94d74db9cd76745aa0ec22ed7c,source,2,f46066e62fcf45e195e0cff8309d6012a1799a3c77b69212a3105f720e5289b6,True,True,passed,[],7,10,1,9,True,True,1,1
61,HYBRID_BASE,7,cede8c399178eb2b0e29b55c4dde829aa1fc924e3209269da617245623010045,1,2,0f02b1d453613501b668da47ac3785031dd6279303ec6f02a9112627deecb3dd,source,1,e845cf0e5ef058812f18c31728eb3a05c1706a4fa9168108b77700b18b139986,True,False,rejected,['team_vote_regression'],2,0,1,-1,False,False,NA,NA
61,HYBRID_BASE,7,cede8c399178eb2b0e29b55c4dde829aa1fc924e3209269da617245623010045,1,2,0f6e2ed53d3ef14bbd8789db296e4927534ac7c05ebc56ef28c3f89623a791b0,source,2,955af56ffb6d6394366b625bd6324e4113df0fceef75b147f2dbcdd4c4ba5ac1,True,False,rejected,['team_vote_regression'],2,0,1,-1,False,False,NA,NA
61,HYBRID_BASE,7,cede8c399178eb2b0e29b55c4dde829aa1fc924e3209269da617245623010045,1,2,5d6ec268ac52c97a5c5eb4983a9237dec1480d64f309657b9980676d73cbe11c,revision,1,3a74453aa1300ab2da410f2c46bab5c5797a6523f010006e54b09275ff237890,True,False,rejected,['team_vote_regression'],3,0,1,-1,False,False,NA,NA
61,HYBRID_BASE,7,cede8c399178eb2b0e29b55c4dde829aa1fc924e3209269da617245623010045,1,2,82ccc299576c438875f74b83349011b688f00e8288988e2140e2945842cbce01,revision,2,dd0991e070729c9d0e633be0ee897636220186dc5ae90a9bb7220f1f3dc38802,True,False,rejected,"['no_target_or_vote_progress', 'target_regression']",-5,1,1,0,False,False,NA,NA
