all_same_pair_rate,baseline_only,candidate_family_shift_rate,candidate_invalid_delta,candidate_rho_reduction,candidate_summary_embedding_shift,critic_model,disagreement_rate,early_stopped,eval_size,has_probe_targets,history_last_epoch,init_mode,lambda_diversity,lambda_homogeneity,latest_test_mean_family_diversity,latest_test_mean_family_homogeneity_rate,latest_test_mean_llm_direct_diversity_score,latest_test_size,latest_test_vote_acc,latest_train_mean_family_diversity,latest_train_mean_family_homogeneity_rate,latest_train_mean_llm_direct_diversity_score,latest_train_vote_acc,low_confidence_share,macro_diversity_weight,major_disagreement_rate,mean_family_confidence,mean_family_diversity,mean_family_homogeneity_rate,mean_intra_family_diversity,mean_major_family_diversity,mean_updated_agents,model,optimization_signal_rate,prediction_file,probe_kind,probe_name,run_dir,run_name,same_major_family_weight,seed,selected_epoch,target_exact_hit_rate,target_same_major_hit_rate,train_steps,update_applied_rate,vote_acc
0.04,1,,,,,gpt-4o-mini,0.13,,100,1,1,shared,0.0,0.0,0.5821212963712198,0.507732692722299,0.0,100,0.88,0.0,0.0,0.0,0.0,0.012,0.5,0.46900000000000003,0.8402,0.5821212963712198,0.5077326927222992,0.46022767871902087,0.7040149140234188,,deepseek-chat,,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42\test_epoch1_predictions.jsonl,mixed,mixed_strategy_mmlu,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.5,42,,0.27,0.538,0,,0.88
0.17,1,,,,,gpt-4o-mini,0.43,,100,1,1,shared,0.0,0.0,0.4180456846033791,0.8226993773742212,0.0,100,0.8,0.0,0.0,0.0,0.0,0.004,0.5,0.179,0.8466,0.4180456846033791,0.822699377374221,0.5166622648024806,0.3194291044042777,,gemini-2.5-flash-lite,,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42\test_epoch1_predictions.jsonl,mixed,mixed_strategy_mmlu,prove_experiments\runs\P4_mixed_strategy_gemini_flash_lite_seed42,P4_mixed_strategy_gemini_flash_lite_seed42,0.5,42,,0.256,0.614,0,,0.8
0.07,1,,,,,gpt-4o-mini,0.17,,100,1,1,shared,0.0,0.0,0.48051830103796556,0.6994929362065916,0.0,100,0.86,0.0,0.0,0.0,0.0,0.002,0.5,0.263,0.84876,0.48051830103796567,0.6994929362065918,0.551458493121353,0.40957810895457836,,gpt-4o-mini,,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42\test_epoch1_predictions.jsonl,mixed,mixed_strategy_mmlu,prove_experiments\runs\P4_mixed_strategy_gpt4omini_seed42,P4_mixed_strategy_gpt4omini_seed42,0.5,42,,0.224,0.638,0,,0.86
0.01,1,,,,,gpt-4o-mini,0.81,,100,1,1,shared,0.0,0.0,0.5777177571243666,0.4991237238872602,0.0,100,0.71,0.0,0.0,0.0,0.0,0.04,0.5,0.395,0.816,0.5777177571243667,0.49912372388726023,0.5992482129904426,0.5561873012582906,,qwen2.5-7b-instruct,,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42\test_epoch1_predictions.jsonl,mixed,mixed_strategy_mmlu,prove_experiments\runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.5,42,,0.262,0.632,0,,0.71
0.16,1,,,,,gpt-4o-mini,0.1,,100,1,1,shared,0.0,0.0,0.47729672311726806,0.6935855554610293,0.0,100,0.9,0.0,0.0,0.0,0.0,0.012,0.5,0.288,0.8399,0.4772967231172681,0.6935855554610292,0.47241688762920364,0.48217655860533254,,deepseek-chat,,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42\test_epoch1_predictions.jsonl,same,same_elimination_mmlu,prove_experiments\runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.5,42,,0.566,0.59,0,,0.9
0.2,1,,,,,gpt-4o-mini,0.37,,100,1,1,shared,0.0,0.0,0.3872609963549858,0.8394967751875865,0.0,100,0.79,0.0,0.0,0.0,0.0,0.006,0.5,0.151,0.8449,0.38726099635498573,0.8394967751875865,0.49157635828518353,0.282945634424788,,gemini-2.5-flash-lite,,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42\test_epoch1_predictions.jsonl,same,same_elimination_mmlu,prove_experiments\runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.5,42,,0.758,0.766,0,,0.79
0.13,1,,,,,gpt-4o-mini,0.15,,100,1,1,shared,0.0,0.0,0.4219105425424117,0.7635386258744339,0.0,100,0.84,0.0,0.0,0.0,0.0,0.004,0.5,0.216,0.8471,0.42191054254241167,0.7635386258744338,0.49520883233802376,0.3486122527467996,,gpt-4o-mini,,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42\test_epoch1_predictions.jsonl,same,same_elimination_mmlu,prove_experiments\runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.5,42,,0.776,0.804,0,,0.84
0.04,1,,,,,gpt-4o-mini,0.77,,100,1,1,shared,0.0,0.0,0.5121302305134434,0.6401566845807324,0.0,100,0.72,0.0,0.0,0.0,0.0,0.006,0.5,0.239,0.8445,0.5121302305134434,0.6401566845807324,0.6788244979975837,0.3454359630293032,,qwen2.5-7b-instruct,,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42\test_epoch1_predictions.jsonl,same,same_elimination_mmlu,prove_experiments\runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.5,42,,0.646,0.786,0,,0.72
