candidate_id,candidate_stage,changed_row_count,conceptual_arms,conceptual_cell_count,oracle_gain_additional_gold_votes_needed_counts,oracle_gain_count,oracle_gain_coverage_role_after_counts,oracle_gain_g_transition_counts,oracle_gain_minimum_dominant_flips_needed_counts,oracle_gain_wrong_coalition_direction_counts,oracle_loss_count,parent_id,target_gain_count,target_loss_count,target_member,train_common_safe_outcome,train_oracle_delta,train_target_delta,train_vote_delta,train_vote_gain_count,train_vote_loss_count,transition_id,validation_oracle_delta,validation_target_delta,validation_vote_delta,vote_gain_count,vote_loss_count,wrong_coalition_increased_count,wrong_coalition_reduced_count
b1aa29b9063f57d78a78c4f3e0b7bc266ffd28b7cf548a1e2367c9174c978d12,revision,14,HYBRID_EXPLOIT_EXPLORE|RR_TOP2,2,"{""3"":1,""4"":1}",2,"{""singleton_correct"":2}","{""G0_to_G1"":2}","{""2"":2}","{""reduced"":2}",0,prospective_seed56_p1_u2,7,7,0,passed_target_strict_vote_nonregression,5,7,0,0,0,e5bfd7dd04ba22fe85c13377c1ffd29e96dc5e86126ea1a779b4f0dbf488988d,2,0,0,0,0,7,7
98dc9b6c6d9f7f7066d00456ef74f1d7b54821be545859c6d37549e435ce4bde,revision,10,RR_TOP2,1,{},0,{},{},{},{},0,prospective_seed57_p2_u5,1,8,3,passed_target_strict_vote_nonregression,-2,1,0,0,0,ca17935e829e8e814ee9a035becc26c54e823a0f92f6f9a135ea9cd2638cd6ad,0,-7,0,0,0,9,1
dd8a0ec4f0a13bffdad2a304872f081904b5c753dbd4f6108b4d3a97bd9bf691,source,9,HYBRID_EXPLOIT_EXPLORE|RR_TOP2,2,"{""4"":2}",2,"{""singleton_correct"":2}","{""G0_to_G1"":2}","{""2"":2}","{""reduced"":2}",0,prospective_seed58_p2_u4,2,6,1,passed_target_strict_vote_nonregression,10,1,0,0,0,d2f54fd8203e1172a59af5198c141289069f081a32f6a62acbd90a850525690f,2,-4,0,0,0,6,3
