M20_recovery,M2F_broke_wrong_coalition,M2F_converted_existing,M2F_recovery,M2F_recovery_profile,M2F_restored_oracle,R_M20_broke_wrong_coalition,R_M20_converted_existing,R_M20_recovery_profile,R_M20_restored_oracle,S2_to_S3_vote_net,S2_to_S4_vote_net,S3_to_S4_vote_net,module1_deficit,recovered_fraction_descriptive,seed,split,total_recovery
-0.08000000000000007,3,3,0.0,MIXED,0,1,1,MIXED,0,-4,-4,0,0.040000000000000036,,56,validation,-0.08000000000000007
-0.04800000000000004,4,5,0.008000000000000007,MIXED,0,0,0,NO_VOTE_GAIN,0,-6,-5,1,0.05599999999999994,,56,test,-0.040000000000000036
-0.020000000000000018,0,0,-0.020000000000000018,NO_VOTE_GAIN,0,4,3,MIXED,1,-1,-2,-1,-0.020000000000000018,-2.0,57,validation,-0.040000000000000036
0.02399999999999991,2,2,0.008000000000000007,MIXED,0,6,6,MIXED,0,3,4,1,-0.05599999999999994,0.5714285714285706,57,test,0.03199999999999992
0.0,2,2,0.0,MIXED,0,3,3,MIXED,0,0,0,0,0.12,,58,validation,0.0
0.03199999999999992,0,0,0.0,NO_VOTE_GAIN,0,8,7,MIXED,1,4,4,0,-0.039999999999999925,0.7999999999999995,58,test,0.03199999999999992
