contrast,split,vote,mean_member,oracle,ensemble_gain
P0_MINUS_STATIC,optimize,0.20000000000000007,0.138,0.39,0.062000000000000055
P0_MINUS_STATIC,shadow,0.26,0.236,0.48,0.02400000000000002
P0_MINUS_STATIC,validation,0.07999999999999996,0.09199999999999997,0.41999999999999993,-0.01200000000000001
P1_MINUS_STATIC,optimize,0.17000000000000004,0.122,0.39,0.04800000000000004
P1_MINUS_STATIC,shadow,0.19999999999999996,0.19999999999999996,0.45999999999999996,0.0
P1_MINUS_STATIC,validation,0.1399999999999999,0.07599999999999996,0.24,0.06399999999999995
P1_MINUS_P0,optimize,-0.030000000000000027,-0.016000000000000014,0.0,-0.014000000000000012
P1_MINUS_P0,shadow,-0.06000000000000005,-0.03600000000000003,-0.020000000000000018,-0.02400000000000002
P1_MINUS_P0,validation,0.05999999999999994,-0.016000000000000014,-0.17999999999999994,0.07599999999999996
