arm,gap,vote,mean_member,oracle,ensemble_gain
STATIC_NO_TRAIN_SEED75,optimize_minus_shadow,0.18999999999999995,0.18999999999999995,0.18999999999999995,0.0
STATIC_NO_TRAIN_SEED75,optimize_minus_validation,0.029999999999999916,0.029999999999999916,0.029999999999999916,0.0
STATIC_NO_TRAIN_SEED75,shadow_minus_validation,-0.16000000000000003,-0.16000000000000003,-0.16000000000000003,0.0
P0_SHADOW_D2_GENERIC,optimize_minus_shadow,0.13,0.09199999999999997,0.09999999999999998,0.038000000000000034
P0_SHADOW_D2_GENERIC,optimize_minus_validation,0.15000000000000002,0.07599999999999996,0.0,0.07400000000000007
P0_SHADOW_D2_GENERIC,shadow_minus_validation,0.020000000000000018,-0.016000000000000014,-0.09999999999999998,0.03600000000000003
P1_SHADOW_VOTE_ALIGNED_GENERIC,optimize_minus_shadow,0.16000000000000003,0.11199999999999999,0.12,0.04800000000000004
P1_SHADOW_VOTE_ALIGNED_GENERIC,optimize_minus_validation,0.06000000000000005,0.07599999999999996,0.17999999999999994,-0.015999999999999903
P1_SHADOW_VOTE_ALIGNED_GENERIC,shadow_minus_validation,-0.09999999999999998,-0.03600000000000003,0.05999999999999994,-0.06399999999999995
