major_only_diversity,major_only_homogeneity,question_hash,run_dir,run_name,strict_leaf_diversity,strict_leaf_homogeneity,strict_minus_weighted_diversity,weighted_minus_major_diversity,weighted_tree_diversity,weighted_tree_homogeneity
0.9709505944546688,0.4,de566530eac3,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.4539107415799013,-0.4539107415799013,0.5170398528747675,0.3794614775823236
0.7219280948873623,0.6,237e5cab91d3,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.008447687751404032,-0.008447687751404032,0.7134804071359583,0.6
0.7219280948873623,0.6,bab7e93c939f,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.179110339870013,-0.179110339870013,0.5428177550173493,0.7366566982820386
0.9602297178607612,0.2,9fa057383e15,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.28084918851330065,-0.2801148589303806,0.6801148589303806,0.18987341772151897
0.7219280948873623,0.6,72ec25d9df6f,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.36096404744368116,-0.36096404744368116,0.36096404744368116,0.6
0.7219280948873623,0.6,daaf2e0aa6f2,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.17652807897888312,0.06250787357743581,0.7844359684647981,0.38456413058141714
0.9709505944546688,0.4,b97dc80f265a,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.19926567041708,-0.20998654701098762,0.7609640474436812,0.3
0.7219280948873623,0.6,11f7bfe474b4,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.08478887571143401,-0.08478887571143401,0.6371392191759283,0.6781980673111911
0.0,1.0,f4f8b1d07bd4,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,-0.2646804326436821,0.2646804326436821,0.2646804326436821,0.9737948294722724
0.0,1.0,6e81d90019ee,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.0,1.0,0.0,0.0,0.0,1.0
0.7219280948873623,0.6,d1ea00cab364,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.2230903190917488,0.01594563346457012,0.7378737283519324,0.4556803791287097
0.9709505944546688,0.4,aea67609c697,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.17571693103893582,-0.18643780763284346,0.7845127868218253,0.3462614271203831
0.9709505944546688,0.4,72d800127956,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9709505944546688,0.4,0.36350723628405435,-0.36350723628405435,0.6074433581706145,0.39563247157871206
0.8649735207179272,0.3,896e76701411,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9609640474436812,0.1,0.14161797900984607,-0.04562745228409204,0.8193460684338352,0.26725745525316263
0.7219280948873623,0.6,70abc09af563,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.2728349575206119,-0.2728349575206119,0.44909313736675044,0.6
0.9709505944546688,0.4,3799a0c4c40e,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.9602297178607612,0.2,0.18627479117051415,-0.1969956677644218,0.773954926690247,0.3379746835443038
0.7219280948873623,0.6,0d434c2f3f4e,prove_experiments\runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.7219280948873623,0.6,0.15834340440509198,-0.15834340440509198,0.5635846904822703,0.64300096425858
