agents,baseline_only,candidate_eval_batch_size,elapsed_sec,enable_diversification_reward,epochs_completed,epochs_target,family_confidence_threshold,family_expansion_enabled,family_expansion_model,family_rejudge_on_low_confidence,family_taxonomy_path,init_mode,invalid_tolerance,lambda_diversity,lambda_homogeneity,lambda_invalid_trace,latest_test_mean_family_diversity,latest_test_mean_family_homogeneity_rate,latest_test_mean_llm_direct_diversity_score,latest_test_vote_acc,latest_train_mean_family_diversity,latest_train_mean_family_homogeneity_rate,latest_train_mean_llm_direct_diversity_score,latest_train_vote_acc,macro_diversity_weight,max_summary_tokens,min_evidence_spans,min_summary_words,out_dir,primary_family_weight,return_code,reward_tie_eps,same_major_family_weight,secondary_family_weight,setting,status,task_type,test_path,test_size,train_path,train_size,update_every,use_dual_family_labels
5,0,3,22768.891228437424,1,1,1,0.3,1,deepseek-v4-pro,1,family_taxonomy.json,shared,0.1,0.5,0.35,0.3,0.4659263659278789,0.7141362687732005,0.0,0.72,0.3168703213887117,0.771103294040274,0.0,0.865,0.5,512,1,60,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_experiments\shared_div,0.7,0,0.03,0.5,0.3,shared_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
5,0,3,16134.241477251053,1,1,1,0.3,1,deepseek-v4-pro,1,family_taxonomy.json,bank,0.1,0.5,0.35,0.3,0.4596892421805236,0.7070332180524891,0.0,0.75,0.356604413770821,0.7033345232437267,0.0,0.81,0.5,512,1,60,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_experiments\bank_div,0.7,0,0.03,0.5,0.3,bank_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
5,1,0,2160.717534303665,0,1,0,0.3,1,deepseek-v4-pro,1,family_taxonomy.json,shared,0.1,0.0,0.0,0.0,0.48299680735882977,0.7081034100829975,0.0,0.77,0.0,0.0,0.0,0.0,0.5,512,1,60,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_experiments\shared_baseline,0.7,0,0.03,0.5,0.3,shared_baseline,ok,mmlu,mmlu_test.jsonl,100,,0,0,1
5,1,0,1409.1832365989685,0,1,0,0.3,1,deepseek-v4-pro,1,family_taxonomy.json,bank,0.1,0.0,0.0,0.0,0.5255372705525836,0.6265078457285336,0.0,0.74,0.0,0.0,0.0,0.0,0.5,512,1,60,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_experiments\bank_baseline,0.7,0,0.03,0.5,0.3,bank_baseline,ok,mmlu,mmlu_test.jsonl,100,,0,0,1
