task_id,benchmark,method_id,setting,seed,dataset_format,split_protocol,leakage_warning,num_test_samples,vote_acc,majority_vote_acc,weighted_vote_acc,mean_individual_acc,best_individual_acc,oracle_acc,aggregation_gap,rescue_available_rate,correct_disagreement_rate,mean_useful_diversity,aggregation_mode,solver_calls,optimizer_calls,evaluator_calls,total_llm_calls,prompt_tokens,completion_tokens,total_tokens,estimated_cost,latency_seconds,run_dir
disambiguation_qa,BBH,mad_shared_oracle_pareto_tcs,shared_oracle_pareto_tcs,42,mars,paper_compatible_reused_file,True,20,0.5,0.5,0.5,0.47,0.65,0.8,0.30000000000000004,0.3,0.6,0.03971504777669906,majority,460,12,8,480,149268,74855,224123,0.0,4523.631169080734,D:\myx\grade_one\experiments\multi_agent_diversity\runs_tcs_factorized_integrity_smoke\disambiguation_qa\shared_oracle_pareto_tcs_seed42
