branch_id,seed,update_index,team_state_version,target_agent_id,portfolio_size,coarse_unique_signature_count,fine_unique_signature_count,coarse_largest_cluster_share,fine_largest_cluster_share,coarse_entropy_norm,fine_entropy_norm,mean_pairwise_signature_distance,fine_coherence_bin,fine_entropy_bin,full_portfolio_size,full_coarse_unique_signature_count,full_fine_unique_signature_count,full_coarse_largest_cluster_share,full_fine_largest_cluster_share,full_coarse_entropy_norm,full_fine_entropy_norm,full_mean_pairwise_signature_distance,visible_minus_full_coarse_cluster_share,visible_minus_full_fine_cluster_share,visible_minus_full_coarse_entropy,visible_minus_full_fine_entropy,any_valid_candidate,any_repair_gain_candidate,any_common_safe_feasible_candidate,any_F_candidate,any_target_regression_candidate,best_feasible_candidate_count
seed49_update15_target2,49,15,7,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,1
seed49_update15_target3,49,15,7,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update16_target2,49,16,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update16_target4,49,16,8,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed49_update17_target3,49,17,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0
seed49_update17_target0,49,17,8,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update18_target2,49,18,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update18_target4,49,18,8,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update19_target2,49,19,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update19_target3,49,19,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update20_target3,49,20,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update20_target0,49,20,8,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update21_target2,49,21,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update21_target4,49,21,8,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update22_target3,49,22,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update22_target2,49,22,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update23_target0,49,23,8,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update23_target2,49,23,8,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update24_target4,49,24,8,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,1
seed49_update24_target3,49,24,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,0
seed49_update25_target2,49,25,9,2,2,1,2,1.0,0.5,0.0,1.0,0.25,MEDIUM,HIGH,2,1,2,1.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed49_update25_target0,49,25,9,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update26_target4,49,26,9,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed49_update26_target3,49,26,9,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0
seed49_update27_target1,49,27,9,1,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update27_target2,49,27,9,2,2,1,2,1.0,0.5,0.0,1.0,0.25,MEDIUM,HIGH,2,1,2,1.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update28_target0,49,28,9,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update28_target2,49,28,9,2,2,1,2,1.0,0.5,0.0,1.0,0.25,MEDIUM,HIGH,2,1,2,1.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update29_target4,49,29,9,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update29_target3,49,29,9,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update30_target1,49,30,9,1,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed49_update30_target2,49,30,9,2,2,1,2,1.0,0.5,0.0,1.0,0.25,MEDIUM,HIGH,2,1,2,1.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update31_target0,49,31,9,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed49_update31_target4,49,31,9,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update0_target1,50,0,0,1,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,5,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update0_target0,50,0,0,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,5,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,2
seed50_update1_target0,50,1,1,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update1_target3,50,1,1,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,2,2,0.75,0.75,0.8112781244591328,0.8112781244591328,0.25,0.25,0.25,-0.8112781244591328,-0.8112781244591328,True,True,True,True,True,1
seed50_update2_target4,50,2,2,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,2,2,0.75,0.75,0.8112781244591328,0.8112781244591328,0.25,0.25,0.25,-0.8112781244591328,-0.8112781244591328,True,True,True,False,False,2
seed50_update2_target2,50,2,2,2,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,2,2,0.75,0.75,0.8112781244591328,0.8112781244591328,0.25,0.25,0.25,-0.8112781244591328,-0.8112781244591328,True,True,False,False,True,0
seed50_update3_target4,50,3,3,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update3_target0,50,3,3,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update4_target4,50,4,3,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,1
seed50_update4_target0,50,4,3,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update5_target4,50,5,4,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update5_target0,50,5,4,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,8,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update6_target4,50,6,4,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,1
seed50_update6_target3,50,6,4,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,1,2,1.0,0.75,0.0,0.8112781244591328,0.125,0.0,0.25,0.0,-0.8112781244591328,False,False,False,False,False,0
seed50_update7_target4,50,7,5,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,1
seed50_update7_target0,50,7,5,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update8_target4,50,8,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update8_target0,50,8,6,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update9_target4,50,9,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update9_target0,50,9,6,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update10_target4,50,10,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update10_target1,50,10,6,1,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,0
seed50_update11_target4,50,11,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update11_target3,50,11,6,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update12_target0,50,12,6,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,9,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update12_target4,50,12,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,0
seed50_update13_target2,50,13,6,2,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,False,False,1
seed50_update13_target4,50,13,6,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update14_target4,50,14,7,4,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update14_target3,50,14,7,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,1
seed50_update15_target4,50,15,8,4,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,False,0
seed50_update15_target3,50,15,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update16_target0,50,16,8,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,5,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update16_target4,50,16,8,4,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update17_target2,50,17,8,2,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update17_target4,50,17,8,4,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update18_target3,50,18,8,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,6,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update18_target0,50,18,8,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,5,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
seed50_update19_target4,50,19,8,4,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update19_target2,50,19,8,2,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,False,1
seed50_update20_target4,50,20,9,4,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,3,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update20_target1,50,20,9,1,1,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update21_target3,50,21,9,3,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,5,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,True,0
seed50_update21_target0,50,21,9,0,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,0
seed50_update22_target2,50,22,9,2,2,1,1,1.0,1.0,0.0,0.0,0.0,HIGH,LOW,4,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,True,True,0
