stratum_dimension,stratum,branch_count,any_valid_rate,any_repair_gain_rate,any_feasible_rate,any_F_rate,any_target_regression_rate,mean_best_feasible_candidate_count,median_best_feasible_candidate_count
fine_coherence_bin,HIGH,202,0.7227722772277227,0.3564356435643564,0.15346534653465346,0.5643564356435643,0.5148514851485149,0.19801980198019803,0.0
fine_coherence_bin,MEDIUM,6,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0
fine_coherence_bin,LOW,0,,,,,,,
fine_entropy_bin,LOW,202,0.7227722772277227,0.3564356435643564,0.15346534653465346,0.5643564356435643,0.5148514851485149,0.19801980198019803,0.0
fine_entropy_bin,MEDIUM,0,,,,,,,
fine_entropy_bin,HIGH,6,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.0
