arm,train_vote,validation50_vote,former_test125_vote,combined175_vote,former_minus_validation,difference_in_difference_vs_D0,train_minus_combined175,train_optimism_difference_vs_D0
D0,0.6577777777777778,0.6466666666666667,0.68,0.6704761904761906,0.033333333333333326,0.0,-0.012698412698412764,0.0
D1,0.8266666666666667,0.6733333333333333,0.7546666666666667,0.7314285714285714,0.08133333333333337,0.04800000000000004,0.09523809523809523,0.107936507936508
D2,0.8355555555555556,0.7066666666666667,0.744,0.7333333333333334,0.03733333333333333,0.0040000000000000036,0.10222222222222221,0.11492063492063498
D3,0.8533333333333334,0.6933333333333334,0.728,0.7180952380952381,0.03466666666666662,0.0013333333333332975,0.13523809523809527,0.14793650793650803
D4,0.8400000000000001,0.6933333333333334,0.744,0.7295238095238096,0.05066666666666664,0.01733333333333331,0.1104761904761905,0.12317460317460327
D5,0.8266666666666667,0.5866666666666667,0.7333333333333333,0.6914285714285714,0.1466666666666666,0.11333333333333329,0.13523809523809527,0.14793650793650803
