arm,validation50_vote,former_test125_vote,raw_gap,validation_rates_on_former_label_mix,label_composition_component,within_label_residual_component
D0,0.6466666666666666,0.6799999999999999,0.033333333333333326,0.6234811270600744,-0.023185539606592198,0.056518872939925524
D1,0.6733333333333333,0.7546666666666666,0.08133333333333326,0.6954272550062024,0.022093921672869055,0.0592394116604642
D2,0.7066666666666667,0.744,0.03733333333333333,0.7375608718766613,0.03089420520999464,0.006439128123338689
D3,0.6933333333333334,0.728,0.03466666666666662,0.7281687045897571,0.034835371256423775,-0.00016870458975715152
D4,0.6933333333333332,0.744,0.05066666666666675,0.7264603934077618,0.03312706007442856,0.01753960659223819
D5,0.5866666666666667,0.7333333333333334,0.14666666666666672,0.6458195995038101,0.0591529328371434,0.08751373382952332
