task_id,benchmark,method_id,setting,seed,dataset_format,split_protocol,leakage_warning,num_test_samples,vote_acc,majority_vote_acc,weighted_vote_acc,mean_individual_acc,best_individual_acc,per_agent_acc,min_individual_acc,bottom2_mean_acc,bottom3_mean_acc,individual_acc_std,best_minus_worst_gap,best_minus_bottom2_gap,oracle_acc,aggregation_gap,rescue_available_rate,correct_disagreement_rate,mean_useful_diversity,mean_vote_margin,mean_boundary_useful_diversity,vote_tie_rate,mean_pairwise_double_fault,mean_pairwise_error_covariance,same_wrong_pair_rate,triple_joint_error_rate,majority_failure_tail_rate,coverage_depth_c1,coverage_depth_c2,coverage_depth_c3,coverage_depth_c4,coverage_depth_c5,c1_minus_c2,c2_minus_c3,max_minority_rescue_share,minority_rescue_hhi,specialization_strength_final,mean_specialization_strength,prompt_overlength_rejection_count,truncated_prompt_count,correct_agent_count_0,correct_agent_count_1,correct_agent_count_2,correct_agent_count_3,correct_agent_count_4,correct_agent_count_5,mean_boundary_conditional_error,mean_pivotal_fix_rate,mean_pivotal_hold_rate,shared_error_rescue_rate,shared_error_creation_rate,boundary_shared_error_net_gain,dominant_wrong_cluster_size,gold_vs_largest_wrong_margin,aggregation_mode,solver_calls,optimizer_calls,evaluator_calls,total_llm_calls,prompt_tokens,completion_tokens,total_tokens,estimated_cost,latency_seconds,run_dir
disambiguation_qa,BBH,mad_shared_vote_error_pareto_tcs_residual_cycle_guard,shared_vote_error_pareto_tcs_residual_cycle_guard,42,mars,task_manifest_split,False,20,0.45,0.45,0.45,0.4,0.5,"[0.4, 0.35, 0.4, 0.5, 0.35]",0.35,0.35,0.3666666666666667,0.05477225575051661,0.15000000000000002,0.15000000000000002,0.5,0.04999999999999999,0.05,0.25,0.020929606954256694,-0.2,0.0,0.0,0.54,0.18075,0.54,0.55,0.55,0.5,0.45,0.45,0.35,0.25,0.05,0.0,1.0,1.0,0.0,0.0,0,0,10,1,0,2,2,5,0.8307692307692308,0.0,0.3,0.16923076923076924,0.8307692307692308,-1.0769230769230769,3.0,-0.2,majority,494,20,14,528,235388,136477,371865,0.0,2074.3416106700897,D:\myx\grade_one\experiments\multi_agent_diversity_v8_competence\runs_vote_v8_competence_depth_strict_smoke\disambiguation_qa\shared_vote_error_pareto_tcs_residual_cycle_guard_seed42
disambiguation_qa,BBH,mad_shared_legacy_coverage_useful_tcs_strict,shared_legacy_coverage_useful_tcs_strict,42,mars,task_manifest_split,False,20,0.4,0.4,0.4,0.38,0.45,"[0.45, 0.35, 0.35, 0.35, 0.4]",0.35,0.35,0.3499999999999999,0.040000000000000015,0.10000000000000003,0.10000000000000003,0.45,0.04999999999999999,0.05,0.2,0.01890085975329081,-0.24,0.0,0.0,0.5799999999999998,0.19599999999999998,0.58,0.6,0.6,0.45,0.4,0.4,0.4,0.25,0.05,0.0,1.0,1.0,0.0,0.0,0,0,11,1,0,0,3,5,0.9833333333333334,0.0,0.1111111111111111,0.016666666666666666,0.9833333333333334,-1.4583333333333335,3.1,-0.24,majority,454,9,5,468,134571,130121,264692,0.0,1747.8465826511383,D:\myx\grade_one\experiments\multi_agent_diversity_v8_competence\runs_vote_v8_competence_depth_strict_smoke\disambiguation_qa\shared_legacy_coverage_useful_tcs_strict_seed42
disambiguation_qa,BBH,mad_shared_vote_tcs_competence_schedule,shared_vote_tcs_competence_schedule,42,mars,task_manifest_split,False,20,0.35,0.35,0.35,0.37,0.4,"[0.35, 0.4, 0.4, 0.35, 0.35]",0.35,0.35,0.3499999999999999,0.024494897427831803,0.050000000000000044,0.050000000000000044,0.45,0.10000000000000003,0.1,0.15,0.023003280659516654,-0.25999999999999995,0.0,0.0,0.5849999999999999,0.18825,0.585,0.65,0.65,0.45,0.45,0.35,0.3,0.3,0.0,0.1,0.25,0.25,0.0,0.0,0,0,11,0,2,1,0,6,0.8714285714285713,0.0,0.3333333333333333,0.12857142857142856,0.8714285714285713,-1.1785714285714284,3.15,-0.25999999999999995,majority,460,15,9,484,170661,131859,302520,0.0,1715.4283156394958,D:\myx\grade_one\experiments\multi_agent_diversity_v8_competence\runs_vote_v8_competence_depth_strict_smoke\disambiguation_qa\shared_vote_tcs_competence_schedule_seed42
disambiguation_qa,BBH,mad_shared_vote_tcs_competence_depth2,shared_vote_tcs_competence_depth2,42,mars,task_manifest_split,False,20,0.4,0.4,0.4,0.36,0.4,"[0.35, 0.35, 0.4, 0.4, 0.3]",0.3,0.32499999999999996,0.3333333333333333,0.03741657386773943,0.10000000000000003,0.07500000000000007,0.5,0.09999999999999998,0.1,0.3,0.025102899869283036,-0.27999999999999997,0.0,0.0,0.5599999999999999,0.15075,0.5599999999999999,0.6,0.6,0.5,0.45,0.4,0.25,0.2,0.05,0.05,0.6666666666666666,0.5555555555555556,0.0,0.0,0,0,10,1,1,3,1,4,0.76,0.0,0.5,0.24000000000000002,0.76,-0.9000000000000001,3.2,-0.27999999999999997,majority,414,13,9,436,160125,131342,291467,0.0,1866.4623336791992,D:\myx\grade_one\experiments\multi_agent_diversity_v8_competence\runs_vote_v8_competence_depth_strict_smoke\disambiguation_qa\shared_vote_tcs_competence_depth2_seed42
disambiguation_qa,BBH,mad_shared_vote_tcs_competence_depth2_progressive_residual,shared_vote_tcs_competence_depth2_progressive_residual,42,mars,task_manifest_split,False,20,0.35,0.35,0.35,0.34,0.4,"[0.35, 0.35, 0.3, 0.4, 0.3]",0.3,0.3,0.31666666666666665,0.037416573867739424,0.10000000000000003,0.10000000000000003,0.45,0.10000000000000003,0.1,0.2,0.014865143597126004,-0.32,0.0,0.0,0.605,0.16975000000000004,0.605,0.65,0.65,0.45,0.4,0.35,0.25,0.25,0.05,0.05,0.6666666666666666,0.5555555555555556,0.0,0.0,0,0,11,1,1,2,0,5,0.8266666666666667,0.0,0.4444444444444444,0.1733333333333333,0.8266666666666667,-1.0666666666666667,3.3,-0.32,majority,392,14,10,416,158397,103147,261544,0.0,1609.4113676548004,D:\myx\grade_one\experiments\multi_agent_diversity_v8_competence\runs_vote_v8_competence_depth_strict_smoke\disambiguation_qa\shared_vote_tcs_competence_depth2_progressive_residual_seed42
