delta_aggregation_gap,delta_bottom2_mean_acc,delta_c1_minus_c2,delta_c2_minus_c3,delta_correct_agent_count_0,delta_correct_agent_count_1,delta_correct_agent_count_2,delta_correct_agent_count_3,delta_correct_agent_count_4,delta_correct_agent_count_5,delta_coverage_depth_c1,delta_coverage_depth_c2,delta_coverage_depth_c3,delta_coverage_depth_c4,delta_coverage_depth_c5,delta_max_minority_rescue_share,delta_mean_individual_acc,delta_mean_specialization_strength,delta_minority_rescue_hhi,delta_oracle_acc,delta_prompt_overlength_rejection_count,delta_specialization_strength_final,delta_truncated_prompt_count,delta_vote_acc,seed,setting,task
0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,1.0,0.0,-0.04999999999999999,-0.04999999999999999,-0.04999999999999999,0.050000000000000044,0.0,0.0,-0.020000000000000018,0.0,0.0,-0.04999999999999999,0.0,0.0,0.0,-0.04999999999999999,42,shared_legacy_coverage_useful_tcs_strict_seed42,disambiguation_qa
0.050000000000000044,-0.04999999999999999,0.0,0.05,1.0,0.0,1.0,0.0,-2.0,0.0,-0.04999999999999999,-0.04999999999999999,-0.10000000000000003,-0.09999999999999998,0.0,-0.33333333333333337,-0.06,0.0,-0.4444444444444444,-0.04999999999999999,0.0,0.0,0.0,-0.10000000000000003,42,shared_vote_tcs_competence_depth2_progressive_residual_seed42,disambiguation_qa
0.04999999999999999,-0.025000000000000022,0.0,0.05,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-0.04999999999999999,-0.09999999999999998,-0.04999999999999999,-0.33333333333333337,-0.040000000000000036,0.0,-0.4444444444444444,0.0,0.0,0.0,0.0,-0.04999999999999999,42,shared_vote_tcs_competence_depth2_seed42,disambiguation_qa
0.050000000000000044,0.0,-0.05,0.1,1.0,-1.0,2.0,-1.0,-2.0,1.0,-0.04999999999999999,0.0,-0.10000000000000003,-0.04999999999999999,0.04999999999999999,-0.75,-0.030000000000000027,0.0,-0.75,-0.04999999999999999,0.0,0.0,0.0,-0.10000000000000003,42,shared_vote_tcs_competence_schedule_seed42,disambiguation_qa
