aggregation_gap_mean,aggregation_gap_std,benchmark,best_individual_acc_mean,best_individual_acc_std,correct_disagreement_rate_mean,correct_disagreement_rate_std,estimated_cost_mean,estimated_cost_std,majority_vote_acc_mean,majority_vote_acc_std,mean_boundary_useful_diversity_mean,mean_boundary_useful_diversity_std,mean_individual_acc_mean,mean_individual_acc_std,mean_useful_diversity_mean,mean_useful_diversity_std,mean_vote_margin_mean,mean_vote_margin_std,n,oracle_acc_mean,oracle_acc_std,setting,task_id,total_llm_calls_mean,total_llm_calls_std,total_tokens_mean,total_tokens_std,vote_acc_mean,vote_acc_std,weighted_vote_acc_mean,weighted_vote_acc_std
0.125,0.0,BBH,0.5,0.0,0.3,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.47,0.0,0.022316373685995736,0.0,-0.06000000000000002,0.0,1,0.6,0.0,shared_baseline,disambiguation_qa,200.0,0.0,62011.0,0.0,0.475,0.0,0.475,0.0
0.17500000000000004,0.0,BBH,0.65,0.0,0.475,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.545,0.0,0.04780753538012504,0.0,0.09,0.0,1,0.75,0.0,shared_scalar_tcs_vote_first,disambiguation_qa,626.0,0.0,254566.0,0.0,0.575,0.0,0.575,0.0
0.20000000000000007,0.0,BBH,0.6,0.0,0.425,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.555,0.0,0.05416776647170385,0.0,0.10999999999999999,0.0,1,0.775,0.0,shared_vote_pareto_tcs,disambiguation_qa,624.0,0.0,237648.0,0.0,0.575,0.0,0.6,0.0
