dataset,run_dir,run_name,setting,seed,baseline_only,init_mode,reward_mode,agents,epochs,train_size,test_size,latest_train_embedding_diversity,latest_train_embedding_overlap,latest_train_invalid_rate,latest_train_vote_acc,latest_test_embedding_diversity,latest_test_embedding_overlap,latest_test_invalid_rate,latest_test_vote_acc,latest_test_vote_tie_rate,latest_test_oracle_acc,latest_test_aggregation_gap,latest_test_mean_individual_acc,latest_test_best_individual_acc,latest_test_correct_disagreement_rate,latest_test_mean_useful_diversity,latest_test_mean_vote_margin,latest_test_mean_boundary_useful_diversity,latest_test_diagnostic_rescue_available_rate,reward,target_agent_accuracy,baseline_target_accuracy,candidate_target_accuracy,target_accuracy_delta,coverage_delta,useful_diversity,invalid_guard_pass_rate,team_accuracy,candidate_team_accuracy,vote_delta,vote_gain_rate,vote_loss_rate,vote_margin_delta,boundary_useful_diversity_delta,boundary_diversity_gain,reward_component_target_accuracy,reward_component_vote_delta,reward_component_vote_margin,reward_component_boundary_diversity,reward_component_invalid_penalty,reward_component_guard_penalty,candidate_eval_total_count,candidate_eval_unique_question_count,candidate_eval_repeat_count,embedding_diversity,mean_embedding_overlap,target_overlap_pressure,baseline_oracle_acc,candidate_oracle_acc,invalid_rate,invalid_score,student_final_failure_rate,student_json_parse_failure_rate,student_retry_recovery_rate,student_repair_recovery_rate,optimizer_underfilled_rate,solver_reuse_hits,solver_reuse_misses,solver_calls,solver_reuse_total,solver_reuse_hit_rate,beam_rank,beam_refresh_count,update_summary_count,active_prompt_changed_count,vote_tie_rate,vs_mars_delta_acc,vs_mars_delta_diversity,agent_model,candidate_eval_count,diagnostic_rescue_rate,diagnostic_rescue_useful_diversity,evaluator_model,homogeneous_case_count,new_homogeneous_case_count,optimizer_model,resolved_case_count,search_mode
disambiguation_qa,runs_vote_stage1_smoke_83bcb8f\disambiguation_qa\shared_baseline_seed42,shared_baseline_seed42,shared_baseline,42,True,shared,guarded_diversity,5,2,200,40,,,,,0.04031423598527908,0.9596857640147209,0.0,0.475,0.0,0.6,0.125,0.47,0.5,0.3,0.022316373685995736,-0.06000000000000002,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,deepseek-chat,0.0,0.0,0.0,deepseek-chat,0.0,0.0,deepseek-chat,0.0,evolutionary_beam
disambiguation_qa,runs_vote_stage1_smoke_83bcb8f\disambiguation_qa\shared_scalar_tcs_vote_first_seed42,shared_scalar_tcs_vote_first_seed42,shared_scalar_tcs_vote_first,42,False,shared,vote_useful_diversity,5,1,20,40,0.050572408735752104,0.9494275912642479,0.0,0.4,0.07464890852570534,0.9253510914742946,0.0,0.575,0.0,0.75,0.17500000000000004,0.545,0.65,0.475,0.04780753538012504,0.09,0.0,0.175,0.41025,0.4166666666666667,0.35,0.4166666666666667,0.06666666666666671,0.02499999999999999,0.028182838670909406,1.0,0.4,0.4,0.012500000000000006,0.0125,0.0,0.026666666666666655,0.0,0.0,0.3954166666666667,0.004416666666666669,0.010416666666666661,0.0,0.0,0.0,20.0,20.0,2.0,0.0590638151516517,0.9409361848483483,0.9349310285101334,0.5375,0.5625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,2.0,5.0,4.0,4.0,0.0,,,deepseek-chat,12.0,0.06666666666666667,0.005254477262496948,deepseek-chat,4.0,2.0,deepseek-chat,0.0,evolutionary_beam
disambiguation_qa,runs_vote_stage1_smoke_83bcb8f\disambiguation_qa\shared_vote_pareto_tcs_seed42,shared_vote_pareto_tcs_seed42,shared_vote_pareto_tcs,42,False,shared,vote_useful_diversity,5,1,20,40,0.05486419051885605,0.945135809481144,0.0,0.35,0.08698345720767973,0.9130165427923203,0.0,0.575,0.0,0.775,0.20000000000000007,0.555,0.6,0.425,0.05416776647170385,0.10999999999999999,0.0,0.2,0.48408333333333337,0.48333333333333334,0.3625,0.48333333333333334,0.12083333333333335,0.04583333333333333,0.03773820791393519,1.0,0.43333333333333335,0.43333333333333335,0.02083333333333334,0.020833333333333332,0.0,0.04833333333333333,0.0,0.0,0.4581666666666667,0.007166666666666668,0.018749999999999996,0.0,0.0,0.0,20.0,20.0,2.0,0.06728025945524375,0.9327197405447563,0.9260574915756782,0.7000000000000001,0.7458333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,2.0,5.0,4.0,4.0,0.0,,,deepseek-chat,12.0,0.11666666666666667,0.008368233467141788,deepseek-chat,4.0,2.0,deepseek-chat,0.0,evolutionary_beam
