aggregation_gap,all_wrong_rate,bottom2_mean_acc,c1_minus_c2,c2_minus_c3,c2_minus_plurality_vote,c3_minus_plurality_vote,capability_family_hhi,catastrophic_accuracy_guard_rejection_count,competence_probe_bottom2_gain,competence_probe_c1_gain,competence_probe_c2_gain,competence_probe_mean_acc_gain,correct_agent_count_0,correct_agent_count_1,correct_agent_count_2,correct_agent_count_3,correct_agent_count_4,correct_agent_count_5,coverage_depth_c1,coverage_depth_c2,coverage_depth_c3,coverage_depth_c4,coverage_depth_c5,depth1_guard_rejection_count,distinct_final_mechanism_signature_count,distinct_top_capability_family_count,dominant_capability_family_share,dominant_final_mechanism_signature_share,effective_specialization_epoch_count,epoch,exploration_candidate_count,exploration_slot_occupancy_rate,exploration_to_active_conversion_count,final_competence_probe_bottom2,final_competence_probe_c1,final_competence_probe_c2,final_competence_probe_mean_acc,first_nonzero_specialization_epoch,initial_competence_probe_bottom2,initial_competence_probe_c1,initial_competence_probe_c2,initial_competence_probe_mean_acc,max_minority_rescue_share,max_specialization_strength,mean_individual_acc,mean_normalized_plurality_margin,mean_pairwise_capability_profile_cosine,mean_pairwise_mechanism_signature_distance,mean_plurality_margin_votes,mean_specialization_strength,minority_rescue_hhi,oracle_acc,oracle_minus_plurality_vote,plurality_pivotal_fix_opportunity_rate,plurality_pivotal_fix_rate,plurality_pivotal_hold_rate,plurality_top_tie_rate,plurality_vote_acc,progressive_stage_exercised,progressive_stage_not_exercised_reason,prompt_overlength_rejection_count,setting_seed,soft_cycle_penalty_count,soft_error_dependence_penalty_count,soft_mechanism_shift_penalty_count,specialization_strength_final,split,strict_plurality_win_rate,task,truncated_prompt_count,vote_acc
0.15000000000000002,,0.35,0.15,0.0,,,,,,,,,,,,,,,0.5,0.35,0.35,0.35,0.3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,,,,,train,,disambiguation_qa,,0.35
0.15000000000000002,0.44999999999999996,0.4,0.05,0.1,0.09999999999999998,0.0,0.6800000000000002,0,0.0,0.15000000000000002,0.050000000000000044,0.03999999999999998,9,1,2,0,2,6,0.55,0.5,0.4,0.4,0.3,0,1,2,0.8,1.0,0,1,8,2.0,0,0.32499999999999996,0.5,0.4,0.38,,0.32499999999999996,0.35,0.35,0.34,0.4,0.0,0.43,-0.13999999999999999,0.4319022736059539,0.0,-0.7,0.0,0.28,0.55,0.15000000000000002,0.06,0.0,0.0,0.0,0.4,False,never_activated,0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0,0,3,0.0,val,0.4,disambiguation_qa,0,0.4
0.10000000000000003,,0.35,0.05,0.05,,,,,,,,,,,,,,,0.45,0.4,0.35,0.35,0.35,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,,,,,train,,disambiguation_qa,,0.35
0.25,0.35,0.375,0.25,0.0,0.0,0.0,0.6800000000000002,0,0.025000000000000022,0.25,0.15000000000000002,0.08999999999999997,7,5,0,0,1,7,0.65,0.4,0.4,0.4,0.35,0,1,2,0.8,1.0,0,2,22,2.0,0,0.35,0.6,0.5,0.43,,0.32499999999999996,0.35,0.35,0.34,0.6,0.0,0.44,-0.12,0.5422323425694475,0.0,-0.6,0.0,0.44,0.65,0.25,0.0,0.0,0.0,0.0,0.4,False,never_activated,0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0,0,8,0.0,val,0.4,disambiguation_qa,0,0.4
0.24999999999999994,0.30000000000000004,0.375,0.25,0.0,0.0,0.0,0.6800000000000002,0,0.025000000000000022,0.25,0.15000000000000002,0.08999999999999997,6,5,0,2,0,7,0.7,0.45,0.45,0.35,0.35,0,1,2,0.8,1.0,0,final,22,2.0,0,0.35,0.6,0.5,0.43,,0.32499999999999996,0.35,0.35,0.34,1.0,0.0,0.46,-0.06999999999999999,0.5422323425694475,0.0,-0.35,0.0,1.0,0.7,0.24999999999999994,0.0,0.0,0.0,0.0,0.45,False,never_activated,0,shared_vote_tcs_competence_depth2_progressive_residual_hybrid_seed42,0,0,8,0.0,test,0.45,disambiguation_qa,0,0.45
