seed,setting,accepted_updates,discoveries_0_to_positive,singleton_discoveries_0_to_1,orphan_created_count,orphan_reinforced_count,orphan_reinforcement_rate,orphan_vote_converted_count,orphan_vote_conversion_rate,persistent_singleton_count,persistent_singleton_rate,mean_updates_to_reinforcement,median_updates_to_reinforcement,mean_updates_to_vote_conversion,median_updates_to_vote_conversion,coverage_discovery_per_accepted_update,orphan_fraction_of_discovery,orphans_ever_revisited_by_other_member,cross_member_revisit_rate,revisited_orphans_converted,nonrevisited_orphans_converted,mean_revisit_latency_raw_updates,positive_member_gain_sum,positive_vote_net_gain_sum,accepted_updates_with_positive_vote_net,accepted_updates_with_member_gain_but_zero_vote_net,vote_yield_per_member_gain,final_oracle_correct_count,final_vote_correct_count,final_oracle_vote_gap,final_pairwise_correctness_correlation,final_effective_ensemble_size
48,S0,4,14,14,14,10,0.7142857142857143,9,0.6428571428571429,4,0.2857142857142857,1.0,1.0,2.0,2.0,3.5,1.0,0,0.0,0,9,,15.0,7,1,3,0.4666666666666667,64,57,7,0.5923881214763193,1.4838765743863107
48,S1,5,17,17,17,10,0.5882352941176471,10,0.5882352941176471,7,0.4117647058823529,2.0,2.0,3.0,3.0,3.4,1.0,17,1.0,10,0,1.8235294117647058,20.0,9,2,3,0.45,67,59,8,0.5339829399570707,1.5944224501472537
48,S2,7,15,15,15,12,0.8,10,0.6666666666666666,4,0.26666666666666666,1.3333333333333333,1.0,2.2,2.0,2.142857142857143,1.0,12,0.8,8,2,3.1666666666666665,16.0,8,5,2,0.5,65,58,7,0.5523654751529503,1.557893551890078
49,S0,5,17,17,17,11,0.6470588235294118,10,0.5882352941176471,0,0.0,1.7272727272727273,2.0,2.7,2.5,3.4,1.0,0,0.0,0,10,,16.0,6,2,3,0.375,61,56,5,0.6727449363947802,1.354653870964413
49,S1,8,22,22,22,13,0.5909090909090909,11,0.5,10,0.45454545454545453,1.6923076923076923,1.0,3.3636363636363638,3.0,2.75,1.0,19,0.8636363636363636,11,0,2.6842105263157894,25.0,6,2,6,0.24,71,56,15,0.4847811049638093,1.701186913429908
49,S2,9,17,17,17,12,0.7058823529411765,11,0.6470588235294118,5,0.29411764705882354,1.4166666666666667,1.0,2.1818181818181817,2.0,1.8888888888888888,1.0,16,0.9411764705882353,10,1,2.0,26.0,8,3,6,0.3076923076923077,67,58,9,0.5556776220270995,1.551489039567684
50,S0,3,10,10,10,10,1.0,8,0.8,0,0.0,1.1,1.0,2.0,2.0,3.3333333333333335,1.0,0,0.0,0,8,,9.0,4,1,2,0.4444444444444444,61,55,6,0.6590462121157075,1.3750676074990282
50,S1,7,12,12,12,10,0.8333333333333334,10,0.8333333333333334,2,0.16666666666666666,2.1,2.0,3.5,3.5,1.7142857142857142,1.0,12,1.0,10,0,3.25,10.0,5,3,4,0.5,63,56,7,0.6308071105802471,1.4191529393723226
50,S2,9,16,16,16,11,0.6875,9,0.5625,4,0.25,2.090909090909091,1.0,2.4444444444444446,2.0,1.7777777777777777,1.0,14,0.875,7,2,2.5,19.0,7,2,7,0.3684210526315789,66,58,8,0.5786221311723307,1.5085283785885681
