task_id,benchmark,setting,seed,vote_acc,mean_individual_acc,min_individual_acc,mean_soft_vote_utility,mean_invalid_rate,tie_rate,run_identity,split_protocol,leakage_warning,opt_val_question_overlap,opt_test_question_overlap,val_test_question_overlap,opt_count,val_count,test_count,opt_file_sha256,val_file_sha256,test_file_sha256
disambiguation_qa,BBH,shared_baseline,42,0.375,0.375,0.375,0.37249018090339325,0.375,0.0,"{'method_version': 'peer_state_counterfactual_v1', 'experiment_setting': 'shared_baseline', 'git_commit': '1a809b373bf079d586ee6e8858626f9f9f26af8f', 'git_dirty': False, 'config_fingerprint': '1e0bc6bcd658eca722601adfe2152c64b28a040d6283d44d9652baade1c91365', 'manifest_sha256': '57a08aec0caebe4e275d0b97966bb3f20aeaf14f981cd70d3dd205db5231041c', 'train_file_sha256': '5491dfdf103802eb02aa49521dbde52d41a3bd2acbdfcf72837260de5033880c', 'val_file_sha256': '79591c8614188670757849a96c65742e34a03314cb4299568c9f917be96d2ccb', 'test_file_sha256': 'e42c3f3d93583aed353099f4e28c012ff62028f682ebdb758435b4c8755e3ae0', 'train_question_set_hash': 'bbab699bd026ec98d32628ad22d5a6397c199e52087fa32c1774b91b9fe0bc33', 'val_question_set_hash': 'fe7c2f7e216dec399d896f1a4bab6a7d44d4101544df3e0bada03cf5de67851d', 'test_question_set_hash': '25f5c9c5504b1508576130f65c2ab935e294f2dc5c1cad1e5b51c24cae5f2966'}",task_manifest_split,False,0,0,0,75,50,125,5491dfdf103802eb02aa49521dbde52d41a3bd2acbdfcf72837260de5033880c,79591c8614188670757849a96c65742e34a03314cb4299568c9f917be96d2ccb,e42c3f3d93583aed353099f4e28c012ff62028f682ebdb758435b4c8755e3ae0
disambiguation_qa,BBH,shared_peer_state_full,42,0.125,0.125,0.125,0.12416339363446441,0.625,0.0,"{'method_version': 'peer_state_counterfactual_v1', 'experiment_setting': 'shared_peer_state_full', 'git_commit': '1a809b373bf079d586ee6e8858626f9f9f26af8f', 'git_dirty': False, 'config_fingerprint': '58056bdd19224ca20b7cee2b1f97a24761a4411359be98e569799e6464368b3c', 'manifest_sha256': '57a08aec0caebe4e275d0b97966bb3f20aeaf14f981cd70d3dd205db5231041c', 'train_file_sha256': '5491dfdf103802eb02aa49521dbde52d41a3bd2acbdfcf72837260de5033880c', 'val_file_sha256': '79591c8614188670757849a96c65742e34a03314cb4299568c9f917be96d2ccb', 'test_file_sha256': 'e42c3f3d93583aed353099f4e28c012ff62028f682ebdb758435b4c8755e3ae0', 'train_question_set_hash': 'bbab699bd026ec98d32628ad22d5a6397c199e52087fa32c1774b91b9fe0bc33', 'val_question_set_hash': 'fe7c2f7e216dec399d896f1a4bab6a7d44d4101544df3e0bada03cf5de67851d', 'test_question_set_hash': '25f5c9c5504b1508576130f65c2ab935e294f2dc5c1cad1e5b51c24cae5f2966'}",task_manifest_split,False,0,0,0,75,50,125,5491dfdf103802eb02aa49521dbde52d41a3bd2acbdfcf72837260de5033880c,79591c8614188670757849a96c65742e34a03314cb4299568c9f917be96d2ccb,e42c3f3d93583aed353099f4e28c012ff62028f682ebdb758435b4c8755e3ae0
