task_id,benchmark,method_id,setting,seed,dataset_format,split_protocol,leakage_warning,num_test_samples,vote_acc,majority_vote_acc,weighted_vote_acc,mean_individual_acc,best_individual_acc,oracle_acc,aggregation_gap,rescue_available_rate,correct_disagreement_rate,mean_useful_diversity,mean_vote_margin,mean_boundary_useful_diversity,vote_tie_rate,aggregation_mode,solver_calls,optimizer_calls,evaluator_calls,total_llm_calls,prompt_tokens,completion_tokens,total_tokens,estimated_cost,latency_seconds,run_dir
disambiguation_qa,BBH,mad_shared_baseline,shared_baseline,42,mars,task_manifest_split,False,125,0.48,0.48,0.48,0.4736,0.488,0.536,0.05600000000000005,0.056,0.16,0.017973188463846837,-0.0528,0.0,0.0,majority,625,0,0,625,117025,78953,195978,0.0,16172.921813249588,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_stage2_selector_pilot\disambiguation_qa\shared_baseline_seed42
disambiguation_qa,BBH,mad_shared_scalar_tcs_vote_first,shared_scalar_tcs_vote_first,42,mars,task_manifest_split,False,125,0.6,0.6,0.6,0.6112,0.656,0.808,0.20800000000000007,0.208,0.376,0.0453329740524292,0.2256,0.0,0.0,majority,11291,172,103,11566,3133135,1823819,4956954,0.0,240543.2345175743,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_stage2_selector_pilot\disambiguation_qa\shared_scalar_tcs_vote_first_seed42
disambiguation_qa,BBH,mad_shared_vote_pareto_tcs,shared_vote_pareto_tcs,42,mars,task_manifest_split,False,125,0.552,0.552,0.56,0.5488,0.616,0.76,0.20799999999999996,0.208,0.44,0.0436105080763499,0.1008,0.005333333333333334,0.016,majority,9271,138,87,9496,2601962,1799908,4401870,0.0,213929.4277062416,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_stage2_selector_pilot\disambiguation_qa\shared_vote_pareto_tcs_seed42
geometric_shapes,BBH,mad_shared_baseline,shared_baseline,42,mars,task_manifest_split,False,125,0.648,0.648,0.632,0.6464,0.664,0.752,0.10399999999999998,0.104,0.248,0.03000712399482727,0.31360000000000005,0.0,0.008,majority,625,0,0,625,155185,189889,345074,0.0,10753.325187683105,D:\myx\grade_one\experiments\multi_agent_diversity\runs_vote_stage2_selector_pilot\geometric_shapes\shared_baseline_seed42
