dataset,homogeneity_delta_mean,intervention_effect_ci_high,intervention_effect_ci_low,intervention_effect_mean,mixed_count,mixed_mean_family_diversity,model,paired_question_count,same_count,same_mean_family_diversity,subject
mmlu,-0.11648711401736855,0.10275392517801668,-0.054879832205821766,0.023937046486097457,2,0.40647499636761886,qwen2.5-7b-instruct,2,4,0.363678861319183,high_school_government_and_politics
mmlu,-0.018507487549433006,0.20612222286913584,-0.30630046548558365,-0.1216195584200433,3,0.39343670529250546,deepseek-chat,3,6,0.4633476088556286,high_school_macroeconomics
mmlu,-0.027418617225703535,0.14529761532508817,-0.07841319446274386,-0.0006534069199696235,3,0.5004644199556939,gemini-2.5-flash-lite,3,6,0.4361091209423638,high_school_macroeconomics
mmlu,-0.32547133222824576,0.621311115288486,0.1436174303734732,0.3684313963176205,3,0.7019340118984606,gpt-4o-mini,3,6,0.40646704244716886,high_school_macroeconomics
mmlu,-0.1889977453883401,0.365197801721822,0.09777895726992947,0.243913686591159,3,0.6250121878316929,qwen2.5-7b-instruct,3,6,0.5043785851065183,high_school_macroeconomics
mmlu,-0.362298046067315,0.3476084756587505,-0.10769825582573422,0.11995510991650815,2,0.6572266097366203,deepseek-chat,2,4,0.6332472891794814,high_school_mathematics
mmlu,0.12152985022549251,0.0069579215175257225,-0.21877144442151375,-0.10590676145199401,2,0.6094932746675727,gemini-2.5-flash-lite,2,4,0.6099223676769825,high_school_mathematics
mmlu,0.2897101344884513,-0.028232851079284527,-0.21868664652493042,-0.12345974880210747,2,0.5817174698299573,gpt-4o-mini,2,4,0.6276041952290841,high_school_mathematics
mmlu,0.10000000000000002,0.20730784995134677,-0.154686477874436,0.026310686038455378,2,0.7792133822350311,qwen2.5-7b-instruct,2,4,0.6450624617431977,high_school_mathematics
mmlu,-0.6451105099626622,0.3873155487196444,0.3152007667853989,0.3441965706820649,3,0.6954196700238205,deepseek-chat,3,6,0.3978448362084184,high_school_microeconomics
mmlu,-0.07797992369542688,0.16372245957723808,-0.10458296170167647,0.047316773302561566,3,0.4772683710306296,gemini-2.5-flash-lite,3,6,0.43646715997713853,high_school_microeconomics
mmlu,0.18396427727090345,0.33288525375599387,-0.29062197721917526,-0.08192756024884412,3,0.40936905932978335,gpt-4o-mini,3,6,0.5170165031161574,high_school_microeconomics
mmlu,-0.171460658797017,0.06469296283313697,-0.01774747977335145,0.018095953331844068,3,0.6162403086979228,qwen2.5-7b-instruct,3,6,0.6250413179738329,high_school_microeconomics
mmlu,-0.3700815569921921,0.36825239246461106,0.021152492589864208,0.19198477377977857,4,0.6362570783472559,deepseek-chat,4,8,0.4515912703632682,high_school_physics
mmlu,0.22024982917319935,0.11376875757945334,-0.13280908831820462,-0.015356968449766029,4,0.5047467695779853,gemini-2.5-flash-lite,4,8,0.5065138967249362,high_school_physics
mmlu,-0.20285668962520775,0.18747090528721397,-0.12059892112707535,0.03995590346159232,4,0.5838477319514588,gpt-4o-mini,4,8,0.5908580500587128,high_school_physics
mmlu,-0.08745963257311642,0.1548599948464398,0.01574192891073728,0.09097162217968544,4,0.728035243852154,qwen2.5-7b-instruct,4,8,0.6523307281411841,high_school_physics
mmlu,-0.19750078289710538,0.5069091672837025,-0.03169877819020128,0.15020355931122895,3,0.5789098804874062,deepseek-chat,3,6,0.38271346129613093,high_school_psychology
mmlu,-0.02012796450800632,0.17396081339415959,-0.03252555925553802,0.05534998004893521,3,0.6140046791337982,gemini-2.5-flash-lite,3,6,0.6063674818284933,high_school_psychology
mmlu,-0.41083789442539187,0.33870018939772856,0.16948885270805011,0.2663899509990691,3,0.5469203809724835,gpt-4o-mini,3,6,0.41808244751267304,high_school_psychology
mmlu,-0.26404233881658135,0.1046876506580377,-0.07150382660609789,-0.0021207316671509693,3,0.6057414923376112,qwen2.5-7b-instruct,3,6,0.5650583156241048,high_school_psychology
mmlu,0.05235209008490525,0.0,-0.16325949900566794,-0.08162974950283397,2,0.5004503808668359,deepseek-chat,2,4,0.5779816254395557,high_school_statistics
mmlu,-0.018058163037497355,-0.04312530992308522,-0.0717232021991896,-0.05742425606113741,2,0.6066409217506038,gemini-2.5-flash-lite,2,4,0.6449023968274707,high_school_statistics
mmlu,-0.07014130568038088,0.035352781240001185,-0.09735337493509594,-0.031000296847547376,2,0.5157707779458531,gpt-4o-mini,2,4,0.5449858017875245,high_school_statistics
mmlu,-0.05905262630743485,0.08196383402886309,0.0,0.040981917014431546,2,0.5603175422200722,qwen2.5-7b-instruct,2,4,0.6165729448146173,high_school_statistics
mmlu,-0.06637127237341867,0.013816087892783213,0.004112590024501039,0.008964338958642126,2,0.602572354541403,deepseek-chat,2,4,0.38704501965230076,high_school_world_history
mmlu,-0.09618398862092686,0.21625976101330058,0.07535809022045786,0.14580892561687922,2,0.588755949006379,gemini-2.5-flash-lite,2,4,0.45967912891752005,high_school_world_history
mmlu,0.1320675894948472,0.0,-0.12958010012149163,-0.06479005006074581,2,0.5366253006100936,gpt-4o-mini,2,4,0.5357711413788769,high_school_world_history
mmlu,-0.15684796907446455,0.2002039464064017,0.06244797785981254,0.13132596213310713,2,0.5393747334345844,qwen2.5-7b-instruct,2,4,0.4232290213124426,high_school_world_history
mmlu,-0.39259361726778164,0.4023803736952865,0.4023803736952865,0.4023803736952865,1,0.607230919052639,deepseek-chat,1,2,0.4269578670912625,human_aging
mmlu,-0.24283433372187924,0.2234678060709871,0.2234678060709871,0.2234678060709871,1,0.48814823871466917,gemini-2.5-flash-lite,1,2,0.3568867850052163,human_aging
