seed,update_index,target_agent_id,candidate_index,candidate_hash,variant,geometry_type,constraint_passed,globally_accepted,repair_set_gain_count,repair_set_loss_count,r1_repair_count,orphan_repair_count,vote_conversion_on_repair_set,repair_distance_reduction_count,P1_loss_count,P2_loss_count,P3_loss_count,total_preservation_violation_count,fixed_pool_aligned,evidence_level
48,23,4,0,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,4,1,e8427a606aa374860898a704019bc3aef2c44d924a4b0bac0516cf58f6d4fcd8,C0_CURRENT_V15,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,4,1,e8427a606aa374860898a704019bc3aef2c44d924a4b0bac0516cf58f6d4fcd8,C1_BOUNDARY_PROPAGATION,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,4,1,e8427a606aa374860898a704019bc3aef2c44d924a4b0bac0516cf58f6d4fcd8,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,1,0,1,0,1,1,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,4,1,e8427a606aa374860898a704019bc3aef2c44d924a4b0bac0516cf58f6d4fcd8,C3_COALITION_AWARE_PRESERVATION,F,False,False,1,0,1,0,1,1,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,1,0,77f7aab96913f7001499c0387a128f018145176548e4702c74f204f8b0d4241e,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,1,0,77f7aab96913f7001499c0387a128f018145176548e4702c74f204f8b0d4241e,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,1,0,77f7aab96913f7001499c0387a128f018145176548e4702c74f204f8b0d4241e,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,23,1,0,77f7aab96913f7001499c0387a128f018145176548e4702c74f204f8b0d4241e,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,24,4,0,8d2128a3a537606d3260cde3a6acd79e15aa0d452398f42886b4811f96e308ec,C0_CURRENT_V15,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,24,4,0,8d2128a3a537606d3260cde3a6acd79e15aa0d452398f42886b4811f96e308ec,C1_BOUNDARY_PROPAGATION,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,24,4,0,8d2128a3a537606d3260cde3a6acd79e15aa0d452398f42886b4811f96e308ec,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,1,0,1,0,1,1,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,24,4,0,8d2128a3a537606d3260cde3a6acd79e15aa0d452398f42886b4811f96e308ec,C3_COALITION_AWARE_PRESERVATION,F,False,False,1,0,1,0,1,1,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,0,82f1aee121c5fac14f96364b4100360d7c502ee40652f2c3846df1262e1f25ae,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,0,82f1aee121c5fac14f96364b4100360d7c502ee40652f2c3846df1262e1f25ae,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,0,82f1aee121c5fac14f96364b4100360d7c502ee40652f2c3846df1262e1f25ae,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,0,82f1aee121c5fac14f96364b4100360d7c502ee40652f2c3846df1262e1f25ae,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,1,a0ac09cdad01c7df8fc78bd0d95db6c5ec60a9120c31f86e979435024062beaa,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,1,a0ac09cdad01c7df8fc78bd0d95db6c5ec60a9120c31f86e979435024062beaa,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,1,a0ac09cdad01c7df8fc78bd0d95db6c5ec60a9120c31f86e979435024062beaa,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,5,0,0,5,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,3,1,a0ac09cdad01c7df8fc78bd0d95db6c5ec60a9120c31f86e979435024062beaa,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,5,0,0,5,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,0,38057b0325ce95f4d199a54596a721364414e7172bd437b15858dc2cd612b413,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,0,38057b0325ce95f4d199a54596a721364414e7172bd437b15858dc2cd612b413,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,0,38057b0325ce95f4d199a54596a721364414e7172bd437b15858dc2cd612b413,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,0,38057b0325ce95f4d199a54596a721364414e7172bd437b15858dc2cd612b413,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,1,a0edb68b90e71243a8dd48af111f0d9351f8e8d6320a5517142714ad76903445,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,1,a0edb68b90e71243a8dd48af111f0d9351f8e8d6320a5517142714ad76903445,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,1,a0edb68b90e71243a8dd48af111f0d9351f8e8d6320a5517142714ad76903445,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,25,4,1,a0edb68b90e71243a8dd48af111f0d9351f8e8d6320a5517142714ad76903445,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,0,64020abda637b9853d2f9f81d741380e4e749ebec2475c3e1242b97dbd8ea3a5,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,0,64020abda637b9853d2f9f81d741380e4e749ebec2475c3e1242b97dbd8ea3a5,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,0,64020abda637b9853d2f9f81d741380e4e749ebec2475c3e1242b97dbd8ea3a5,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,0,64020abda637b9853d2f9f81d741380e4e749ebec2475c3e1242b97dbd8ea3a5,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,1,8e49a1094a4c93d48efe7256dbff6d9bb817bc360de64427cc44ad4dcbbf106a,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,1,8e49a1094a4c93d48efe7256dbff6d9bb817bc360de64427cc44ad4dcbbf106a,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,1,8e49a1094a4c93d48efe7256dbff6d9bb817bc360de64427cc44ad4dcbbf106a,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,26,1,1,8e49a1094a4c93d48efe7256dbff6d9bb817bc360de64427cc44ad4dcbbf106a,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,0,90d77acb0596c1f41f65b0b98c27a99f5bc9127d480aefb1dd300bbca83645f5,C0_CURRENT_V15,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,0,90d77acb0596c1f41f65b0b98c27a99f5bc9127d480aefb1dd300bbca83645f5,C1_BOUNDARY_PROPAGATION,F,False,False,1,0,1,0,1,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,0,90d77acb0596c1f41f65b0b98c27a99f5bc9127d480aefb1dd300bbca83645f5,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,1,0,1,0,1,1,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,0,90d77acb0596c1f41f65b0b98c27a99f5bc9127d480aefb1dd300bbca83645f5,C3_COALITION_AWARE_PRESERVATION,F,False,False,1,0,1,0,1,1,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,1,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,1,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,1,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,4,1,b2cddc60844adad981a42b8f587622a67eaca4c50430104cc32fda0d769a6101,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,0,198dc1f4c1b3081ec70bc39798e8eafd7f651215f88f0b1a9b2426851943f7d2,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,0,198dc1f4c1b3081ec70bc39798e8eafd7f651215f88f0b1a9b2426851943f7d2,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,0,198dc1f4c1b3081ec70bc39798e8eafd7f651215f88f0b1a9b2426851943f7d2,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,0,198dc1f4c1b3081ec70bc39798e8eafd7f651215f88f0b1a9b2426851943f7d2,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,1,6df6f27daf42f10a76cb13a10b935894e6c28eb3a8b83e77ab71d8e0e7fdf68e,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,1,6df6f27daf42f10a76cb13a10b935894e6c28eb3a8b83e77ab71d8e0e7fdf68e,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,1,6df6f27daf42f10a76cb13a10b935894e6c28eb3a8b83e77ab71d8e0e7fdf68e,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,27,3,1,6df6f27daf42f10a76cb13a10b935894e6c28eb3a8b83e77ab71d8e0e7fdf68e,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,0,b7706d7de35e2196e5814c44c8ba798b64d82f8951290575fba88b55c5b426eb,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,0,b7706d7de35e2196e5814c44c8ba798b64d82f8951290575fba88b55c5b426eb,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,0,b7706d7de35e2196e5814c44c8ba798b64d82f8951290575fba88b55c5b426eb,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,0,b7706d7de35e2196e5814c44c8ba798b64d82f8951290575fba88b55c5b426eb,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,1,beb846ec81f8b26f7d49ebb02bfeafef2989edf04df6436cc3d033e4b54084d0,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,1,beb846ec81f8b26f7d49ebb02bfeafef2989edf04df6436cc3d033e4b54084d0,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,1,beb846ec81f8b26f7d49ebb02bfeafef2989edf04df6436cc3d033e4b54084d0,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,28,4,1,beb846ec81f8b26f7d49ebb02bfeafef2989edf04df6436cc3d033e4b54084d0,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,0,b90654e384f642ee6cc094ed7954064635e15f1ecbddf01781e951d22ddab8be,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,0,b90654e384f642ee6cc094ed7954064635e15f1ecbddf01781e951d22ddab8be,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,0,b90654e384f642ee6cc094ed7954064635e15f1ecbddf01781e951d22ddab8be,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,0,b90654e384f642ee6cc094ed7954064635e15f1ecbddf01781e951d22ddab8be,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,1,c8e4423ff3139938c650e5dea23799a7ebc0dbcbb3fc7c0a433f92b764e33a0e,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,1,c8e4423ff3139938c650e5dea23799a7ebc0dbcbb3fc7c0a433f92b764e33a0e,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,1,c8e4423ff3139938c650e5dea23799a7ebc0dbcbb3fc7c0a433f92b764e33a0e,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,2,1,c8e4423ff3139938c650e5dea23799a7ebc0dbcbb3fc7c0a433f92b764e33a0e,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,1,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,0,265c7d2ea646409d3367a9aedaa9e2e58eea66a4e62ef0a56193c8ba63c9a284,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,0,265c7d2ea646409d3367a9aedaa9e2e58eea66a4e62ef0a56193c8ba63c9a284,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,0,265c7d2ea646409d3367a9aedaa9e2e58eea66a4e62ef0a56193c8ba63c9a284,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,0,265c7d2ea646409d3367a9aedaa9e2e58eea66a4e62ef0a56193c8ba63c9a284,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,2,0,0,2,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,1,33a3834b11077f730a71d237a382ec752f9641eedff253bcff90ef8c33a4359a,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,1,33a3834b11077f730a71d237a382ec752f9641eedff253bcff90ef8c33a4359a,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,1,33a3834b11077f730a71d237a382ec752f9641eedff253bcff90ef8c33a4359a,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,29,4,1,33a3834b11077f730a71d237a382ec752f9641eedff253bcff90ef8c33a4359a,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,1,0,0,1,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,0,12105666ce4f201477f7de85e7d476a437d0bbbcc2d4b15a146de9367d7aaa3c,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,0,12105666ce4f201477f7de85e7d476a437d0bbbcc2d4b15a146de9367d7aaa3c,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,0,12105666ce4f201477f7de85e7d476a437d0bbbcc2d4b15a146de9367d7aaa3c,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,0,12105666ce4f201477f7de85e7d476a437d0bbbcc2d4b15a146de9367d7aaa3c,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,1,33ac25e55da54613b3e717fac1af172c5d0f87ca1c0cc8cb04e52ed3516d53a0,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,1,33ac25e55da54613b3e717fac1af172c5d0f87ca1c0cc8cb04e52ed3516d53a0,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,1,33ac25e55da54613b3e717fac1af172c5d0f87ca1c0cc8cb04e52ed3516d53a0,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,5,0,0,5,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,3,1,33ac25e55da54613b3e717fac1af172c5d0f87ca1c0cc8cb04e52ed3516d53a0,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,5,0,0,5,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,0,a3c0fbf0a505494c0ba2266dd733058d5fa2e152003115709673720af49b7b73,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,0,a3c0fbf0a505494c0ba2266dd733058d5fa2e152003115709673720af49b7b73,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,0,a3c0fbf0a505494c0ba2266dd733058d5fa2e152003115709673720af49b7b73,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,0,a3c0fbf0a505494c0ba2266dd733058d5fa2e152003115709673720af49b7b73,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,1,c60eaa90aaf2e73c582e717ebe119d8a49dbd81a3808cf47ea8ae5c9f262d00d,C0_CURRENT_V15,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,1,c60eaa90aaf2e73c582e717ebe119d8a49dbd81a3808cf47ea8ae5c9f262d00d,C1_BOUNDARY_PROPAGATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,1,c60eaa90aaf2e73c582e717ebe119d8a49dbd81a3808cf47ea8ae5c9f262d00d,C2_BOUNDARY_PLUS_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,30,1,1,c60eaa90aaf2e73c582e717ebe119d8a49dbd81a3808cf47ea8ae5c9f262d00d,C3_COALITION_AWARE_PRESERVATION,F,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,0,8876ad13e1b82ec9ce693aa03940bd0a347799ebb0ede5901a186fbde9f43669,C0_CURRENT_V15,D,False,False,1,0,0,1,0,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,0,8876ad13e1b82ec9ce693aa03940bd0a347799ebb0ede5901a186fbde9f43669,C1_BOUNDARY_PROPAGATION,D,False,False,1,0,0,1,0,1,0,0,0,0,True,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,0,8876ad13e1b82ec9ce693aa03940bd0a347799ebb0ede5901a186fbde9f43669,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,1,0,0,1,0,1,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,0,8876ad13e1b82ec9ce693aa03940bd0a347799ebb0ede5901a186fbde9f43669,C3_COALITION_AWARE_PRESERVATION,D,False,False,1,0,0,1,0,1,4,0,0,4,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,1,8a678d1e5aa31106f2dbfd0f8a560841d765e039db4e4c9e3aeb6549de4d2f08,C0_CURRENT_V15,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,1,8a678d1e5aa31106f2dbfd0f8a560841d765e039db4e4c9e3aeb6549de4d2f08,C1_BOUNDARY_PROPAGATION,D,False,False,0,0,0,0,0,0,0,0,0,0,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,1,8a678d1e5aa31106f2dbfd0f8a560841d765e039db4e4c9e3aeb6549de4d2f08,C2_BOUNDARY_PLUS_PRESERVATION,D,False,False,0,0,0,0,0,0,2,1,0,3,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
48,31,2,1,8a678d1e5aa31106f2dbfd0f8a560841d765e039db4e4c9e3aeb6549de4d2f08,C3_COALITION_AWARE_PRESERVATION,D,False,False,0,0,0,0,0,0,2,1,0,3,False,B_FIXED_POOL_RETROSPECTIVE_C0_GENERATED_CANDIDATE
