agents,baseline_only,candidate_eval_batch_size,elapsed_sec,enable_diversification_reward,epochs_completed,epochs_target,family_expansion_enabled,family_expansion_model,family_taxonomy_path,final_test_mean_family_diversity,final_test_mean_family_homogeneity_rate,final_test_mean_llm_direct_diversity_score,final_test_vote_acc,final_train_mean_family_diversity,final_train_mean_family_homogeneity_rate,final_train_mean_llm_direct_diversity_score,final_train_vote_acc,group,init_mode,lambda_diversity,lambda_homogeneity,lambda_invalid_trace,macro_diversity_weight,out_dir,primary_family_weight,return_code,same_major_family_weight,secondary_family_weight,setting,status,task_type,test_path,test_size,train_path,train_size,update_every,use_dual_family_labels
5,0,3,25591.00605750084,1,2,2,1,deepseek-v4-pro,family_taxonomy.json,0.376956309505844,0.7283600000000001,,0.8,0.38691389869045223,0.6747175,,0.855,train,shared,0.5,0.35,0.3,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\B_shared_div,0.7,0,0.5,0.3,B_shared_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
5,0,3,24435.041788816452,0,2,2,1,deepseek-v4-pro,family_taxonomy.json,0.3852683912391732,0.73501,,0.82,0.4056260120652078,0.6696500000000001,,0.865,train,bank,0.0,0.0,0.0,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\C_bank_no_div,0.7,0,0.5,0.3,C_bank_no_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
5,0,3,43696.452961444855,1,2,2,1,deepseek-v4-pro,family_taxonomy.json,0.4176223378124408,0.7243400000000001,,0.75,0.42051323132750257,0.64922,,0.835,train,bank,0.5,0.35,0.3,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\D_bank_div,0.7,0,0.5,0.3,D_bank_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
5,1,0,1738.5566618442535,0,1,0,1,deepseek-v4-pro,family_taxonomy.json,0.4101757714667657,0.75115,0.0,0.77,0.0,0.0,0.0,0.0,test_only,shared,0.0,0.0,0.0,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\E_shared_testonly,0.7,0,0.5,0.3,E_shared_testonly,ok,mmlu,mmlu_test.jsonl,100,,,0,1
5,1,0,1754.2925291061401,0,1,0,1,deepseek-v4-pro,family_taxonomy.json,0.4420645795525911,0.6845599999999998,0.0,0.74,0.0,0.0,0.0,0.0,test_only,bank,0.0,0.0,0.0,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\F_bank_testonly,0.7,0,0.5,0.3,F_bank_testonly,ok,mmlu,mmlu_test.jsonl,100,,,0,1
