agents,baseline_only,candidate_eval_batch_size,elapsed_sec,enable_diversification_reward,epochs_completed,epochs_target,family_expansion_enabled,family_expansion_model,family_taxonomy_path,final_test_mean_family_diversity,final_test_mean_family_homogeneity_rate,final_test_vote_acc,final_train_mean_family_diversity,final_train_mean_family_homogeneity_rate,final_train_vote_acc,init_mode,lambda_diversity,lambda_homogeneity,lambda_invalid_trace,macro_diversity_weight,out_dir,primary_family_weight,return_code,same_major_family_weight,secondary_family_weight,setting,status,task_type,test_path,test_size,train_path,train_size,update_every,use_dual_family_labels
5,0,3,25591.00605750084,1,2,2,1,deepseek-v4-pro,family_taxonomy.json,0.376956309505844,0.7283600000000001,0.8,0.38691389869045223,0.6747175,0.855,shared,0.5,0.35,0.3,0.5,D:\games waiting for me\grade_one\experiments\multi_agent_diversity\runs_abcd\B_shared_div,0.7,0,0.5,0.3,B_shared_div,ok,mmlu,mmlu_test.jsonl,100,mmlu_train.jsonl,200,5,1
