candidate_hash,case_id,parent_competence_role,parent_gold_vote_count,parent_largest_wrong_vote_count,parent_plurality_margin,parent_vote_correct,question_hash,scope,seed,transition
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,stable,4,1,3,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,responsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,pivotal,3,2,1,True,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,nonresponsibility,49,loss
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,nonresponsibility,49,gain
c1e5bddf63737eb7a01a4721f6a8cc2cbea5b40f911e1d02838758da10b0a241,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,fd5520653af0e27c0dca4ecec5484299994533fd9cabde8f0a574789c9bc0b91,responsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,pivotal,3,2,1,True,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,1,4,-3,False,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,stable,4,1,3,True,8d8270991c6f5e20ded8ee33cc24253fd106b70b74cf38455c52ced1e0979fd4,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,stable,4,1,3,True,b0fbfdd2a83c341354b5c3817a7f82e10102becaf9e1985b7b4972ee6047f2ac,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,stable,4,1,3,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,responsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,pivotal,3,2,1,True,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,nonresponsibility,49,loss
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,nonresponsibility,49,gain
f896fbe2c0d7e3b59c88ce8594740b0495d184cf3f005c26e8c90b55d8e08c9a,seed49_structural_parent2_target2,not_parent_correct,2,3,-1,False,fd5520653af0e27c0dca4ecec5484299994533fd9cabde8f0a574789c9bc0b91,responsibility,49,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,4c91d834f4b0dffc5275ccba1fc683527222f7e87da1c7681d273f34a590729e,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,0,4,-4,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,4,1,3,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,4,1,3,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,0,5,-5,False,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,nonresponsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,responsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,df360c368987d8dbc17e1fa2bc8f00cc572e2ccfe1f0ece5b47e2f67fb7e7e99,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,50,gain
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,nonresponsibility,50,loss
62c02b9dbd25d08c910dbc1d672926981279763d16e1bbdff1b2efac85fc14d2,seed50_structural_parent1_target3,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,4c91d834f4b0dffc5275ccba1fc683527222f7e87da1c7681d273f34a590729e,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,0,4,-4,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,4,1,3,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,4,1,3,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,responsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,nonresponsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,df360c368987d8dbc17e1fa2bc8f00cc572e2ccfe1f0ece5b47e2f67fb7e7e99,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,nonresponsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,f478b554d5bf2b7f9fce8b7411643910a3444612eb0717f669f05b836b0ab4c5,nonresponsibility,50,loss
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,not_parent_correct,1,4,-3,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,responsibility,50,gain
d70344b3a14adafd45fb4ff7a265928e27426c9ca11f7480004399b1f4ffa6a3,seed50_structural_parent1_target3,stable,5,0,5,True,ffb8315c493fd31ed5d3958a4d9701ce0966d8eda0fee57d4f267d78c2bdc3d6,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,5,0,5,True,01718089b539159d1f6cc1589f5fbf2244bcebbca8cf14084fe222c42a13fc0a,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,5,0,5,True,4c91d834f4b0dffc5275ccba1fc683527222f7e87da1c7681d273f34a590729e,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,5,0,5,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,stable,4,1,3,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,50,loss
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,responsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,nonresponsibility,50,gain
18289914279d8f2c62ef67d95ef79055e551ca221ea2318ee9b15e0cbcbb131f,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,169fb87183cfab9e52df3d990ad1595a342f8579aba1ec691683cd21219808fe,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,responsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,1,4,-3,False,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,5c924ef8d381530365efe24a3aff5bc105ce2dc3d6507bc541e6831cfa175c87,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,8d8270991c6f5e20ded8ee33cc24253fd106b70b74cf38455c52ced1e0979fd4,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,1,4,-3,False,a0fff51d451e031114e7c956fc98a17db1613a0c7393fcc8617a76ff719c1ae0,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,b0fbfdd2a83c341354b5c3817a7f82e10102becaf9e1985b7b4972ee6047f2ac,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,responsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,e2ed6ca2a4a75717c23060340ff5cc1e63b1197753437bfb370629f3c83d91f5,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,responsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,stable,4,1,3,True,eaa56e803233e6f91d7c9d15c857370e40a8c6386da1aafa82f0f52416330257,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,pivotal,3,2,1,True,f039c420e78404ff03ff216d25a34e192a50a9d8e927d289cc65655d4b003dbb,nonresponsibility,50,loss
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,nonresponsibility,50,gain
d7e7bcc0651fc9c30c59bbd38c44f0e9191dab617b6c848e42320c91397496e0,seed50_structural_parent2_target4,not_parent_correct,2,3,-1,False,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,nonresponsibility,50,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,1,3,-2,False,4e480785c7153bcca216b7f0d10c6385c7ce7ea28e098f3c41e9149f10b738cf,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,pivotal,3,2,1,True,60e9b58648541ab9b7ca64a19594c6c0f0053b54cc5c1071a0ed5809d05fe835,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,pivotal,3,2,1,True,67bfcd3c5d850af456066a5555aee26dd15058807bb9d1215e6268737cc71928,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,stable,4,1,3,True,7819700aae5526ab2b28a4cf452b967bb4d51c4607c803366007933b80312d34,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,stable,4,1,3,True,9df0bc490f9cce42db9952b02ffbf57b27f49b0413fd0de51b4cceb12e32ab9e,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,stable,5,0,5,True,b8dee9691a011f0e090fc9ea2b30273e3906c637f4c85c906fcf6b902645a94a,nonresponsibility,51,loss
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,nonresponsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,not_parent_correct,2,3,-1,False,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,responsibility,51,gain
77ee5f9e2b082c6697598784ba5f7da3e54122355f295e901f4f408df8f14598,seed51_structural_parent2_target1,stable,5,0,5,True,df360c368987d8dbc17e1fa2bc8f00cc572e2ccfe1f0ece5b47e2f67fb7e7e99,nonresponsibility,51,loss
