blinded_id,bucket,mean_trace_embedding_chunks,model,question_hash,run_dir,run_name,team_family_diversity,team_family_homogeneity_rate,team_major_family_diversity,trace_embedding_chunk_overlap,trace_embedding_chunk_words,trace_embedding_cosine_diversity,trace_embedding_cosine_similarity,trace_embedding_model,trace_embedding_status,trace_embedding_text_count,trace_token_cosine_diversity,trace_token_cosine_similarity,vote_correct
P7G0076,low_text_high_strategy,1.0,gpt-4o-mini,4b74f9bb8790,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.7898698238612567,0.3196959649289584,0.8483341504881557,40,320,0.007638052660238315,0.9923619473397617,BAAI/bge-small-en-v1.5,ok,5,0.047181140193537474,0.9528188598064625,1.0
P7G0077,low_text_high_strategy,1.0,gemini-2.5-flash-lite,b084de2ef60f,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.8389628719941236,0.7844827586206897,0.8812908992306927,40,320,0.014630322729681788,0.9853696772703182,BAAI/bge-small-en-v1.5,ok,5,0.03600338622657273,0.9639966137734273,1.0
P7G0078,low_text_high_strategy,1.0,deepseek-chat,11f7bfe474b4,prove_experiments\cleaned_runs\P4_mixed_strategy_deepseek_chat_seed42,P4_mixed_strategy_deepseek_chat_seed42,0.6371392191759283,0.6781980673111911,0.584238811642856,40,320,0.016712994955646154,0.9832870050443538,BAAI/bge-small-en-v1.5,ok,5,0.050970006471787066,0.9490299935282129,1.0
P7G0079,low_text_high_strategy,1.0,qwen3.5-plus,7f58595c17d5,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.7497471597122057,0.5174409096524959,0.9814538950336537,40,320,0.0069522824231482705,0.9930477175768517,BAAI/bge-small-en-v1.5,ok,5,0.030182312494668295,0.9698176875053317,1.0
P7G0080,high_text,1.0,qwen2.5-7b-instruct,df0e7d3fed0d,prove_experiments\cleaned_runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.16372245957723808,0.9825298863148483,0.0,40,320,0.32344562491501594,0.6765543750849841,BAAI/bge-small-en-v1.5,ok,5,0.6574986997113025,0.3425013002886975,1.0
P7G0081,high_text_low_strategy,1.0,qwen2.5-7b-instruct,7271c22f591a,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.36385685536848716,0.8369523543602156,0.0,40,320,0.3081776636849465,0.6918223363150535,BAAI/bge-small-en-v1.5,ok,5,0.5978105912541352,0.4021894087458648,1.0
P7G0082,high_strategy,1.0,qwen3.5-plus,2985ffe3f94f,prove_experiments\cleaned_runs\P4_same_elimination_qwen35_plus_seed42,P4_same_elimination_qwen35_plus_seed42,0.9561537008295298,0.38465162968815503,0.9248187049730301,40,320,0.04962560324993104,0.950374396750069,BAAI/bge-small-en-v1.5,ok,5,0.19608522100608783,0.8039147789939122,0.0
P7G0083,low_text_high_strategy,1.0,gpt-4o-mini,237e5cab91d3,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.6358625821817137,0.6,0.566692444978873,40,320,0.0097731541709134,0.9902268458290866,BAAI/bge-small-en-v1.5,ok,5,0.10944812973648399,0.890551870263516,0.0
P7G0084,low_text,1.0,qwen2.5-7b-instruct,e668c65c8a2a,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.0,1.0,0.0,40,320,0.0,1.0,BAAI/bge-small-en-v1.5,ok,5,2.220446049250313e-16,0.9999999999999998,1.0
P7G0085,high_text,1.0,qwen2.5-7b-instruct,4287ffc2abab,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6544788325876625,0.44751933820372536,0.7219280948873623,40,320,0.3523650044620751,0.6476349955379249,BAAI/bge-small-en-v1.5,ok,5,0.5925107316106866,0.40748926838931343,1.0
P7G0086,low_text_high_strategy,1.0,qwen2.5-7b-instruct,0d434c2f3f4e,prove_experiments\cleaned_runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.8126714025525517,0.2498748456715872,0.790143583862975,40,320,0.015574133321012207,0.9844258666789878,BAAI/bge-small-en-v1.5,ok,5,0.08960203688488055,0.9103979631151194,1.0
P7G0087,low_text_high_strategy,1.0,gpt-4o-mini,e83a88d607f5,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.6762864599136886,0.5006838951657506,0.7219280948873625,40,320,0.01283846811726852,0.9871615318827315,BAAI/bge-small-en-v1.5,ok,5,0.07748323757705511,0.9225167624229449,1.0
P7G0088,high_strategy,1.0,qwen3.5-plus,a63408590859,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen35_plus_seed42,P4_mixed_strategy_qwen35_plus_seed42,0.8983119055396815,0.5494372265477094,0.8554508105601307,40,320,0.0557429519246877,0.9442570480753123,BAAI/bge-small-en-v1.5,ok,5,0.14305880040584606,0.8569411995941539,1.0
P7G0089,low_text_high_strategy,1.0,gpt-4o-mini,e0adf9fd8810,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.661733477073473,0.4,0.9709505944546688,40,320,0.015170917744048884,0.9848290822559511,BAAI/bge-small-en-v1.5,ok,5,0.08037824635996793,0.9196217536400321,1.0
P7G0090,high_strategy,1.0,deepseek-chat,02c5f132bd5c,prove_experiments\cleaned_runs\P4_same_definition_deepseek_chat_seed42,P4_same_definition_deepseek_chat_seed42,0.9124654865013817,0.32535988284901346,0.9953784388202258,40,320,0.06097870035438224,0.9390212996456178,BAAI/bge-small-en-v1.5,ok,5,0.10216433802964686,0.8978356619703531,1.0
P7G0091,low_text_high_strategy,1.0,qwen3.5-plus,5cda29621931,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.7384238471797537,0.5272619485001606,0.9814538950336537,40,320,0.013835007343868555,0.9861649926561314,BAAI/bge-small-en-v1.5,ok,5,0.041002329448267316,0.9589976705517327,1.0
P7G0092,high_text_low_strategy,1.0,qwen2.5-7b-instruct,98cc20f41460,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.3424798724073079,0.8819558703972566,0.0,40,320,0.30417185301755356,0.6958281469824464,BAAI/bge-small-en-v1.5,ok,5,0.6380606048899008,0.3619393951100992,0.0
P7G0093,high_text_low_strategy,1.0,qwen2.5-7b-instruct,4287ffc2abab,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.3581948500496074,0.8077716231333012,0.0,40,320,0.31397546420616185,0.6860245357938382,BAAI/bge-small-en-v1.5,ok,5,0.5730776918730016,0.4269223081269984,1.0
P7G0094,high_text_low_strategy,1.0,qwen2.5-7b-instruct,6850325f2eed,prove_experiments\cleaned_runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.16372245957723808,0.9825298863148483,0.0,40,320,0.30208941924222643,0.6979105807577736,BAAI/bge-small-en-v1.5,ok,5,0.5952582333308565,0.4047417666691436,1.0
P7G0095,low_text,1.0,qwen3.5-plus,dc85d6955e92,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.44064544961534635,1.0,0.0,40,320,0.0028539156661793186,0.9971460843338207,BAAI/bge-small-en-v1.5,ok,5,0.010109249457279978,0.98989075054272,1.0
P7G0096,low_strategy,1.0,gemini-2.5-flash-lite,61575c238849,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.0,1.0,0.0,40,320,0.009165878773312763,0.9908341212266872,BAAI/bge-small-en-v1.5,ok,5,0.06034777067458985,0.9396522293254101,1.0
P7G0097,low_text_high_strategy,1.0,qwen3.5-plus,b084de2ef60f,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.741862494389166,0.5440325398588571,0.9814538950336537,40,320,0.007986528071138865,0.9920134719288611,BAAI/bge-small-en-v1.5,ok,5,0.018227305045986797,0.9817726949540132,1.0
P7G0098,low_strategy,1.0,gpt-4o-mini,61575c238849,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.0,1.0,0.0,40,320,0.011116556973561176,0.9888834430264388,BAAI/bge-small-en-v1.5,ok,5,0.0518848705200341,0.9481151294799659,1.0
P7G0099,low_strategy,1.0,qwen3.5-plus,4b74f9bb8790,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.0,1.0,0.0,40,320,0.00729339958653874,0.9927066004134613,BAAI/bge-small-en-v1.5,ok,5,0.03255950394741569,0.9674404960525843,1.0
P7G0100,low_text,1.0,gemini-2.5-flash-lite,1e89b7735a6e,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.39752013969226113,0.9825298863148483,0.0,40,320,0.003649298154364211,0.9963507018456358,BAAI/bge-small-en-v1.5,ok,5,0.027894418735119886,0.9721055812648801,1.0
P7G0101,low_text,1.0,qwen3.5-plus,4a047718039c,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.2833462224894365,0.8250175801852049,0.0,40,320,0.0031726237495324217,0.9968273762504676,BAAI/bge-small-en-v1.5,ok,5,0.011081261181841717,0.9889187388181583,1.0
P7G0102,low_text_high_strategy,1.0,gpt-4o-mini,02c5f132bd5c,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.7134804071359583,0.6,0.7219280948873623,40,320,0.013414596048003657,0.9865854039519963,BAAI/bge-small-en-v1.5,ok,5,0.04802349441819054,0.9519765055818095,1.0
P7G0103,low_text_high_strategy,1.0,qwen3.5-plus,896e76701411,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.6291771741199458,0.2520725472746576,0.9899449185263031,40,320,0.016645579828102997,0.983354420171897,BAAI/bge-small-en-v1.5,ok,5,0.04836186685018151,0.9516381331498185,0.0
P7G0104,high_text,1.0,qwen2.5-7b-instruct,fadab7af0bf6,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.44795337422092435,0.6906909272398326,0.0,40,320,0.33896378867545984,0.6610362113245402,BAAI/bge-small-en-v1.5,ok,5,0.6249942249066196,0.37500577509338046,1.0
P7G0105,high_strategy,1.0,gemini-2.5-flash-lite,b084de2ef60f,prove_experiments\cleaned_runs\P4_same_definition_gemini_flash_lite_seed42,P4_same_definition_gemini_flash_lite_seed42,0.9102241857821695,0.6922413793103448,0.8812908992306927,40,320,0.018357191896776315,0.9816428081032237,BAAI/bge-small-en-v1.5,ok,5,0.04890745163593946,0.9510925483640605,1.0
P7G0106,low_strategy,1.0,deepseek-chat,b6f82dae77a3,prove_experiments\cleaned_runs\P4_same_elimination_deepseek_chat_seed42,P4_same_elimination_deepseek_chat_seed42,0.0,1.0,0.0,40,320,0.010707224996440168,0.9892927750035598,BAAI/bge-small-en-v1.5,ok,5,0.0360678057003021,0.9639321942996979,1.0
P7G0107,high_text,1.0,qwen2.5-7b-instruct,03c44704cc48,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6813334086879355,0.45307401468133995,0.7219280948873625,40,320,0.330573237087631,0.669426762912369,BAAI/bge-small-en-v1.5,ok,5,0.5395105489601716,0.4604894510398284,1.0
P7G0108,low_strategy,1.0,gemini-2.5-flash-lite,1163ebe8b743,prove_experiments\cleaned_runs\P4_same_elimination_gemini_flash_lite_seed42,P4_same_elimination_gemini_flash_lite_seed42,0.0,1.0,0.0,40,320,0.00876133363492515,0.9912386663650748,BAAI/bge-small-en-v1.5,ok,5,0.04701295427810659,0.9529870457218934,1.0
P7G0109,low_text_high_strategy,1.0,gpt-4o-mini,e6f6ef41f241,prove_experiments\cleaned_runs\P4_same_definition_gpt4omini_seed42,P4_same_definition_gpt4omini_seed42,0.6594168940368601,0.7506859045027138,0.584238811642856,40,320,0.015072907259266466,0.9849270927407335,BAAI/bge-small-en-v1.5,ok,5,0.06149586007490182,0.9385041399250982,1.0
P7G0110,high_text_low_strategy,1.0,qwen2.5-7b-instruct,ae156bbb57f7,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.3555823498826249,0.8062187923896953,0.0,40,320,0.3062311985564492,0.6937688014435508,BAAI/bge-small-en-v1.5,ok,5,0.6334149390511211,0.3665850609488789,1.0
P7G0111,high_text,1.0,qwen2.5-7b-instruct,b97dc80f265a,prove_experiments\cleaned_runs\P4_same_elimination_qwen25_7b_seed42,P4_same_elimination_qwen25_7b_seed42,0.45465326854412547,0.6587702172129856,0.0,40,320,0.32855831937280444,0.6714416806271956,BAAI/bge-small-en-v1.5,ok,5,0.6274142803476863,0.37258571965231374,1.0
P7G0112,low_text_high_strategy,1.0,gpt-4o-mini,e83a88d607f5,prove_experiments\cleaned_runs\P4_same_elimination_gpt4omini_seed42,P4_same_elimination_gpt4omini_seed42,0.6883129304069695,0.529746835443038,0.7219280948873626,40,320,0.01594655544939605,0.984053444550604,BAAI/bge-small-en-v1.5,ok,5,0.08671898344645379,0.9132810165535462,0.0
P7G0113,high_text,1.0,qwen2.5-7b-instruct,3799a0c4c40e,prove_experiments\cleaned_runs\P4_same_definition_qwen25_7b_seed42,P4_same_definition_qwen25_7b_seed42,0.7434578467565827,0.4564998423184802,0.8554508105601307,40,320,0.32462263953542725,0.6753773604645728,BAAI/bge-small-en-v1.5,ok,5,0.7050322119512016,0.2949677880487984,0.0
P7G0114,low_text,1.0,gpt-4o-mini,a65051ae94fb,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.44696971713321504,0.8093284097276412,0.0,40,320,0.0036014400172630356,0.996398559982737,BAAI/bge-small-en-v1.5,ok,5,0.039162963247796556,0.9608370367522034,1.0
P7G0115,low_text,1.0,qwen3.5-plus,d448d01be0a9,prove_experiments\cleaned_runs\P4_same_prompt_qwen35_plus_seed42,P4_same_prompt_qwen35_plus_seed42,0.3424798724073079,0.8819558703972566,0.0,40,320,0.004203047796757398,0.9957969522032426,BAAI/bge-small-en-v1.5,ok,5,0.019224902659357945,0.980775097340642,1.0
P7G0116,low_text,1.0,gpt-4o-mini,40a7b21be7a8,prove_experiments\cleaned_runs\P4_same_prompt_gpt4omini_seed42,P4_same_prompt_gpt4omini_seed42,0.16372245957723808,0.9676580120072231,0.32744491915447616,40,320,0.005132532159575431,0.9948674678404246,BAAI/bge-small-en-v1.5,ok,5,0.0365349463840946,0.9634650536159054,1.0
P7G0117,high_text_low_strategy,1.0,qwen2.5-7b-instruct,d448d01be0a9,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.0,1.0,0.0,40,320,0.29333847404190594,0.7066615259580941,BAAI/bge-small-en-v1.5,ok,5,0.6772887935630032,0.32271120643699674,1.0
P7G0118,high_text,1.0,qwen2.5-7b-instruct,f1bafee3f8af,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.42454656868337526,0.6703630438051211,0.0,40,320,0.3409931503442797,0.6590068496557203,BAAI/bge-small-en-v1.5,ok,5,0.5085097383984223,0.49149026160157766,0.0
P7G0119,high_text,1.0,qwen2.5-7b-instruct,eb4a8d4679f1,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.6285703814663042,0.5193921406805747,0.7219280948873623,40,320,0.3282898647227823,0.6717101352772177,BAAI/bge-small-en-v1.5,ok,5,0.6151893297002284,0.3848106702997715,1.0
P7G0120,high_text_low_strategy,1.0,qwen2.5-7b-instruct,1f4ede31a771,prove_experiments\cleaned_runs\P4_mixed_strategy_qwen25_7b_seed42,P4_mixed_strategy_qwen25_7b_seed42,0.3247323926339564,0.7931518097824373,0.0,40,320,0.32199418951349257,0.6780058104865074,BAAI/bge-small-en-v1.5,ok,5,0.6127273583003331,0.3872726416996669,1.0
